Date,Activity Id,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
2017-06-04 16:01:52,f607c11e-85ad-492d-9cd3-df2f41d60c24,Running,,21.02,2:02:14,5:49,10.32,1482.0,330,138.0,,TomTom MySports Watch,2017-06-04-160152.gpx
2017-06-01 19:00:16,7937624f-091c-4ba4-933f-15c22bf65c4a,Running,,8.65,45:28,5:15,11.41,612.0,88,143.0,,TomTom MySports Watch,2017-06-01-190016.gpx
2017-05-30 18:19:20,58569994-61c8-400c-a647-114e161ff8df,Running,,8.42,42:48,5:05,11.8,584.0,85,154.0,,TomTom MySports Watch,2017-05-30-181920.gpx
2017-05-28 16:42:07,524ed1b8-7056-4455-be45-331b472c21f7,Running,,21.11,1:58:50,5:38,10.66,1477.0,337,143.0,,TomTom MySports Watch,2017-05-28-164207.gpx
2017-05-24 18:23:30,719a8602-3d87-471a-b74b-0621ea4c813d,Running,,12.74,1:09:47,5:29,10.95,892.0,171,140.0,,TomTom MySports Watch,2017-05-24-182330.gpx
2017-05-21 12:18:56,88ada870-907d-43d0-9a5a-bc92c8c6b97b,Running,,22.07,2:06:18,5:43,10.48,1569.0,354,146.0,,TomTom MySports Watch,2017-05-21-121856.gpx
2017-05-17 18:18:34,f53266a4-2f39-4c18-ad50-6fd60ab34285,Running,,13.82,1:10:59,5:08,11.68,1000.0,128,,,,2017-05-17-181834.gpx
2017-05-15 18:25:55,8eef0492-ce75-4cd5-8de5-f94bb69ef4dc,Running,,16.83,1:24:48,5:02,11.91,1177.0,167,151.0,,TomTom MySports Watch,2017-05-15-182555.gpx
2017-05-10 18:40:04,0edf90b1-2417-413a-96b6-368d01df8677,Running,,8.53,43:24,5:05,11.79,595.0,87,146.0,,TomTom MySports Watch,2017-05-10-184004.gpx
2017-05-03 18:32:01,f5dd15c6-ffbd-48e5-aa1c-3777ed5a97c7,Running,,12.43,1:04:04,5:09,11.64,865.0,125,151.0,,TomTom MySports Watch,2017-05-03-183201.gpx
2017-05-01 17:38:35,9a5c1022-08f3-4c9b-9cc5-492d4d7178f9,Cycling,,20.19,54:29,2:42,22.24,491.0,204,135.0,,TomTom MySports Watch,2017-05-01-173835.gpx
2017-04-29 17:05:47,0c00d186-32b8-43ff-ad2b-a982a535e270,Running,,21.18,2:02:14,5:46,10.39,1504.0,343,142.0,,TomTom MySports Watch,2017-04-29-170547.gpx
2017-04-25 18:44:32,51eb30dc-bc11-4296-bb7d-d40c83c60319,Running,,8.68,44:46,5:09,11.63,606.0,86,150.0,,TomTom MySports Watch,2017-04-25-184432.gpx
2017-04-23 11:50:12,943aff3a-a7a5-49c6-a179-5d5111600f01,Running,Two roads - Irpin,19.27,1:50:24,5:44,10.47,1450.0,305,149.0,,TomTom MySports Watch,2017-04-23-115012.gpx
2017-04-17 16:20:08,51ab838c-9266-436d-b26a-eb6b0d7c0fa5,Running,,15.0,1:21:03,5:24,11.1,1060.0,222,147.0,,TomTom MySports Watch,2017-04-17-162008.gpx
2017-04-13 19:04:16,48ea0a3a-4a02-4ee9-b310-8a367fd4e59d,Running,,8.58,46:21,5:24,11.1,603.0,88,145.0,,TomTom MySports Watch,2017-04-13-190416.gpx
2017-04-10 18:46:56,7263bbb0-934f-47a7-9d9e-f0a0816286be,Running,,12.72,1:07:05,5:16,11.38,908.9999994764161,122,146.0,,TomTom MySports Watch,2017-04-10-184656.gpx
2017-04-06 19:07:46,344ece5a-187e-418e-9287-0e8a11a07643,Running,,8.65,42:24,4:54,12.25,594.99999965728,87,156.0,,TomTom MySports Watch,2017-04-06-190746.gpx
2017-04-04 18:31:11,6b2ca811-ca43-42ed-9b08-8752d2ddac50,Running,,8.61,45:58,5:20,11.24,612.999999646912,89,143.0,,TomTom MySports Watch,2017-04-04-183111.gpx
2017-04-01 16:56:53,410ddb93-7109-4248-9ca6-86da1fdd311b,Running,,13.53,1:14:46,5:32,10.86,955.999999449344,196,146.0,,TomTom MySports Watch,2017-04-01-165653.gpx
2017-03-30 19:06:29,9a3ec53a-d6f2-4ba7-87e1-085edf2a8064,Running,,8.48,46:53,5:32,10.85,606.999999650368,90,143.0,,TomTom MySports Watch,2017-03-30-190629.gpx
2017-03-28 19:13:23,0b6616e6-be34-4950-b04e-11f0deeca9ab,Running,,8.65,45:24,5:15,11.43,611.999999647488,88,152.0,,TomTom MySports Watch,2017-03-28-191323.gpx
2017-03-26 17:10:40,2c90030a-14cb-46e6-8152-646bccabe3b5,Running,,14.62,1:21:54,5:36,10.71,1062.0,149,,,,2017-03-26-171040.gpx
2017-03-20 18:44:13,f7461f26-c148-430d-be37-c1ede0e57ec5,Running,,14.42,1:18:40,5:27,11.0,1017.9999994136301,99,148.0,,TomTom MySports Watch,2017-03-20-184413.gpx
2017-03-16 18:21:05,02eff545-2173-439c-afc3-d446e5802528,Running,,6.8,36:18,5:20,11.24,489.9999997177599,67,151.0,,TomTom MySports Watch,2017-03-16-182105.gpx
2017-03-13 18:34:11,a286c0fa-6876-491b-854a-c6d8813b4237,Running,,12.06,1:07:14,5:34,10.77,839.99999951616,113,143.0,,TomTom MySports Watch,2017-03-13-183411.gpx
2017-03-09 18:20:43,cfdbf8c5-6f66-4de4-af0b-afc5f5a8ab28,Running,,9.52,54:28,5:43,10.49,675.9999996106241,81,139.0,,TomTom MySports Watch,2017-03-09-182043.gpx
2017-02-27 18:57:30,853911d0-7a12-456d-8e72-974a8e3782e5,Running,,11.02,59:26,5:24,11.12,790.999999544384,102,150.0,,TomTom MySports Watch,2017-02-27-185730.gpx
2017-02-23 18:39:15,97b7530f-7db6-421e-95a4-6055cf6834df,Running,,8.8,50:57,5:47,10.37,617.999999644032,85,139.0,,TomTom MySports Watch,2017-02-23-183915.gpx
2017-02-21 19:16:07,37a6dd24-87a6-4ec7-8df2-bed0faddf4c8,Running,,7.4,41:20,5:35,10.75,521.999999699328,82,140.0,,TomTom MySports Watch,2017-02-21-191607.gpx
2017-02-13 18:42:55,a95379e3-8981-4309-9c3e-3f4397bf432d,Running,,9.78,56:19,5:45,10.42,691.9999996014079,78,146.0,,TomTom MySports Watch,2017-02-13-184255.gpx
2017-02-06 18:45:01,a3b20f84-2a41-4d82-ba64-ba5ae415d5a1,Running,,9.79,58:23,5:58,10.07,716.999999587008,76,145.0,,TomTom MySports Watch,2017-02-06-184501.gpx
2017-01-30 18:43:33,dcf483e9-421e-42b6-b116-884c794f5366,Running,,6.98,37:28,5:22,11.18,496.999999713728,66,143.0,,TomTom MySports Watch,2017-01-30-184333.gpx
2017-01-26 18:47:36,d61065b6-749d-46bf-a680-6ebb7067620c,Running,,8.3,44:30,5:22,11.19,585.999999662464,74,144.0,,TomTom MySports Watch,2017-01-26-184736.gpx
2017-01-23 18:39:10,9a35d26a-e947-4374-b411-a28c07f0b153,Running,,11.98,1:07:49,5:40,10.6,849.9999995103999,100,150.0,,TomTom MySports Watch,2017-01-23-183910.gpx
2017-01-19 18:10:00,e3e565d9-b63b-4a12-9704-b3daef064784,Running,,7.43,41:36,5:36,10.72,517.999999701632,51,132.0,,TomTom MySports Watch,2017-01-19-181000.gpx
2017-01-16 18:04:30,5847c202-4eb8-4416-b641-530232791775,Running,,12.15,1:08:32,5:38,10.64,849.9999995103999,99,143.0,,TomTom MySports Watch,2017-01-16-180430.gpx
2017-01-12 18:19:37,1a0c5ffe-b6ef-4c05-8126-acd92ab1b5a6,Running,,12.0,1:08:08,5:41,10.57,859.9999995046401,100,148.0,,TomTom MySports Watch,2017-01-12-181937.gpx
2017-01-05 18:15:10,e6f58116-e2c7-4f3a-848e-0529635f8bb3,Running,,7.02,39:42,5:39,10.61,492.99999971603205,68,143.0,,TomTom MySports Watch,2017-01-05-181510.gpx
2017-01-03 18:26:07,2e8b8cba-c1b5-4837-a124-9b8a30cc5ff9,Running,,10.05,57:27,5:43,10.49,699.9999995968,93,143.0,,TomTom MySports Watch,2017-01-03-182607.gpx
2016-12-29 19:08:37,85115e40-2460-4043-ab77-9c48ad4e1aa3,Running,,7.0,39:48,5:41,10.55,490.999999717184,67,113.0,,TomTom MySports Watch,2016-12-29-190837.gpx
2016-12-26 18:37:08,8f84f8fd-d26f-46d9-91bc-9ee4ddb6b2a8,Running,,6.92,39:42,5:44,10.45,478.99999972409597,67,139.0,,TomTom MySports Watch,2016-12-26-183708.gpx
2016-12-22 18:43:38,94105764-bf26-4123-b199-f4efef9c9959,Running,,6.9,38:28,5:35,10.76,481.999999722368,64,137.0,,TomTom MySports Watch,2016-12-22-184338.gpx
2016-12-15 18:53:07,ad7aec27-c204-403a-aa08-5f4068d5b239,Running,,6.85,37:44,5:30,10.9,486.999999719488,67,140.0,,TomTom MySports Watch,2016-12-15-185307.gpx
2016-12-06 18:36:37,159d92f4-c96b-43ea-88a3-8f1060d170ed,Running,,6.99,41:34,5:57,10.08,499.999999712,49,139.0,,TomTom MySports Watch,2016-12-06-183637.gpx
2016-12-01 18:39:39,5671ace7-1b97-4466-b4a3-e89a40588690,Running,,6.96,39:33,5:41,10.56,478.99999972409597,66,126.0,,TomTom MySports Watch,2016-12-01-183939.gpx
2016-11-28 18:46:07,f603036c-01a9-40dd-ae80-101e70056810,Running,,10.13,57:41,5:42,10.54,708.9999995916161,95,144.0,,TomTom MySports Watch,2016-11-28-184607.gpx
2016-11-24 18:50:24,1bfdff30-6f7f-4428-9316-3b6289bd57f3,Running,,6.73,36:01,5:21,11.21,470.999999728704,65,163.0,,TomTom MySports Watch,2016-11-24-185024.gpx
2016-11-21 18:57:32,dcb51374-c574-4fac-8f30-d2f2080368eb,Running,,10.05,56:45,5:39,10.63,703.999999594496,96,146.0,,TomTom MySports Watch,2016-11-21-185732.gpx
2016-11-17 18:52:21,56571fdf-a69d-4662-87f2-0a0cc0621d4e,Running,,6.95,40:32,5:50,10.28,493.999999715456,67,161.0,,TomTom MySports Watch,2016-11-17-185221.gpx
2016-11-15 18:27:55,89e8ac21-0c79-4251-9d0b-ddef7c7cb0f3,Running,,6.94,40:44,5:52,10.22,491.999999716608,66,134.0,,TomTom MySports Watch,2016-11-15-182755.gpx
2016-11-10 18:31:03,e29a6eb4-cd05-4dab-ac97-39ee3ecf0555,Running,,6.83,40:03,5:52,10.22,483.999999721216,67,134.0,,TomTom MySports Watch,2016-11-10-183103.gpx
2016-11-03 18:17:35,912e75d6-3060-44c9-b67a-b2510b1fad32,Running,,6.77,37:58,5:37,10.7,482.999999721792,64,142.0,,TomTom MySports Watch,2016-11-03-181735.gpx
2016-10-31 19:34:32,86ea4944-dc1b-4cc9-8e20-eb3a0267e3ff,Running,,10.15,56:36,5:35,10.76,700.999999596224,109,132.0,,TomTom MySports Watch,2016-10-31-193432.gpx
2016-10-27 19:17:55,f7222eab-f4cf-4f15-ab3e-fb6a723b1294,Running,,6.84,34:57,5:06,11.75,477.999999724672,75,146.0,,TomTom MySports Watch,2016-10-27-191755.gpx
2016-10-24 18:38:31,7d043cea-6c58-4e18-8d31-6ac3f1deb2a8,Running,,10.15,58:25,5:45,10.42,703.999999594496,92,139.0,,TomTom MySports Watch,2016-10-24-183831.gpx
2016-10-20 18:57:48,772cc020-ef53-429b-9ae7-43e8cc474d86,Running,,10.19,56:25,5:32,10.83,715.999999587584,89,148.0,,TomTom MySports Watch,2016-10-20-185748.gpx
2016-10-17 18:39:56,605ee6a1-3eba-4b09-8528-66f0a34368d5,Running,,10.02,55:56,5:35,10.75,712.999999589312,92,136.0,,TomTom MySports Watch,2016-10-17-183956.gpx
2016-10-15 17:14:34,467ce511-b823-4bf8-a6b8-3de45da696b9,Running,,13.49,1:14:11,5:30,10.91,942.9999994568319,182,143.0,,TomTom MySports Watch,2016-10-15-171434.gpx
2016-10-12 17:50:31,0762a080-72c1-4316-9af3-520de54776dd,Running,,9.77,52:12,5:21,11.22,700.0,57,,,,2016-10-12-175031.gpx
2016-10-03 11:47:16,d7f518d9-57aa-4c3f-b5d1-a3f758155737,Cycling,,23.62,1:12:42,3:05,19.5,606.0,301,126.0,,TomTom MySports Watch,2016-10-03-114716.gpx
2016-10-02 16:36:05,f9df1129-32bf-4ff8-93fa-8e2617617c37,Running,,13.43,1:12:20,5:23,11.14,945.9999994551041,184,141.0,,TomTom MySports Watch,2016-10-02-163605.gpx
2016-09-27 18:11:27,e47410e1-1a6c-428f-a03d-7f5c86a1e6e7,Running,,6.88,32:47,4:46,12.59,496.0,49,,,,2016-09-27-181127.gpx
2016-09-24 16:39:37,90d59463-bd07-4aa2-bf45-51c5cc985a1f,Running,,19.41,1:46:24,5:29,10.95,1344.9999992252801,320,140.0,,TomTom MySports Watch,2016-09-24-163937.gpx
2016-09-22 18:52:22,1454fad1-9940-448a-82fb-8ae9f3bf05e5,Running,,6.96,37:14,5:21,11.22,493.999999715456,63,135.0,,TomTom MySports Watch,2016-09-22-185222.gpx
2016-09-20 18:42:40,b6743512-8841-4278-9f54-8028ca96eae6,Running,,10.03,53:21,5:19,11.28,712.999999589312,89,139.0,,TomTom MySports Watch,2016-09-20-184240.gpx
2016-09-15 18:38:53,27a3ae81-deee-44f8-97ce-da1ed9d11ab6,Running,,10.0,47:55,4:47,12.52,673.9999996117759,91,150.0,,TomTom MySports Watch,2016-09-15-183853.gpx
2016-09-12 18:23:04,76fd4f11-78e0-4c31-a25f-4933c9163901,Running,,13.08,1:10:33,5:24,11.12,916.999999471808,116,141.0,,TomTom MySports Watch,2016-09-12-182304.gpx
2016-09-10 17:13:51,be77ab12-11b2-4604-828d-6ac7ee0b6c50,Cycling,,13.11,32:47,2:30,23.99,328.0,163,136.0,,TomTom MySports Watch,2016-09-10-171351.gpx
2016-09-08 18:19:56,8a409a09-8312-448c-b513-ea63a18cbca1,Running,,13.12,1:04:40,4:56,12.17,905.9999994781441,110,154.0,,TomTom MySports Watch,2016-09-08-181956.gpx
2016-09-04 17:08:28,cc9e2d95-fc5d-4633-9801-a6a92df8eebe,Cycling,,13.64,40:43,2:59,20.09,342.0,184,134.0,,TomTom MySports Watch,2016-09-04-170828.gpx
2016-09-03 17:28:11,9697ecb1-cfe8-454c-86c6-1def815159b2,Running,,13.5,1:17:44,5:46,10.42,948.9999994533761,184,138.0,,TomTom MySports Watch,2016-09-03-172811.gpx
2016-08-31 18:33:50,d2e170c7-70e0-430c-ad0a-185fc87a4dae,Running,,13.06,1:04:09,4:55,12.22,898.999999482176,107,152.0,,TomTom MySports Watch,2016-08-31-183350.gpx
2016-08-28 18:00:16,3054ec70-ce18-45a0-aaa3-badaa9d89711,Running,,12.05,1:07:14,5:35,10.76,834.9999995190401,172,143.0,,TomTom MySports Watch,2016-08-28-180016.gpx
2016-08-27 17:08:38,e3fc3373-0a83-4dba-8042-7eca0b3cf676,Cycling,,24.67,1:08:53,2:48,21.49,623.0,307,134.0,,TomTom MySports Watch,2016-08-27-170838.gpx
2016-08-24 17:26:00,81b6ef5d-8f11-4c2f-966d-d253706aa921,Running,,13.25,1:11:57,5:26,11.05,897.9999994827521,181,141.0,,TomTom MySports Watch,2016-08-24-172600.gpx
2016-08-22 18:14:48,ee6099f2-aa7e-4607-9934-829a12fd5224,Running,,10.06,51:20,5:06,11.76,716.0,58,,,,2016-08-22-181448.gpx
2016-08-20 15:43:49,d71c6646-114b-4fb9-a011-d195c560591b,Cycling,,31.48,1:29:50,2:51,21.03,740.0,553,138.0,,TomTom MySports Watch,2016-08-20-154349.gpx
2016-08-19 16:57:41,454b61da-b805-4a17-9a46-940c3607e8ee,Running,,13.43,1:14:24,5:32,10.83,904.9999994787199,185,150.0,,TomTom MySports Watch,2016-08-19-165741.gpx
2016-08-17 17:17:09,af644132-ea3f-4770-a8d3-703c17d6c858,Cycling,,21.82,1:22:34,3:47,15.86,533.0,316,122.0,,TomTom MySports Watch,2016-08-17-171709.gpx
2016-08-14 12:32:07,a871f64a-5aba-44ce-b166-f3b57c4406a6,Running,,21.16,2:04:44,5:54,10.18,1469.99999915328,351,149.0,,TomTom MySports Watch,2016-08-14-123207.gpx
2016-08-01 17:40:40,513f1448-16e1-4cc3-8f1f-71c02809d8c2,Running,,14.32,1:20:36,5:38,10.66,997.9999994251519,213,151.0,,TomTom MySports Watch,2016-08-01-174040.gpx
2016-07-24 17:13:38,34994797-0b06-484c-8a7a-ebd8760084a9,Running,,20.81,2:03:35,5:56,10.11,1435.99999917286,367,144.0,,TomTom MySports Watch,2016-07-24-171338.gpx
2016-07-18 18:28:47,d937fa3d-ace4-4083-abaa-ce450bf92ea9,Running,,10.01,50:49,5:05,11.82,682.999999606592,92,151.0,,TomTom MySports Watch,2016-07-18-182847.gpx
2016-07-16 17:27:12,5085cce1-bebb-48cb-8429-33ff77b6fdf3,Running,,22.06,2:08:28,5:49,10.3,1524.9999991216,354,143.0,,TomTom MySports Watch,2016-07-16-172712.gpx
2016-07-12 18:20:28,d1b3933f-2b58-4158-b2e7-b2385682da43,Running,,9.71,50:45,5:14,11.47,696.0,52,,,,2016-07-12-182028.gpx
2016-07-10 16:35:25,85014381-7900-49e2-88f0-42c75e0954c1,Running,,19.27,1:49:48,5:42,10.53,1323.99999923738,319,142.0,,TomTom MySports Watch,2016-07-10-163525.gpx
2016-07-04 18:24:46,b8d35359-b7ee-4270-bd59-0b108b86bafd,Running,,16.46,1:28:53,5:24,11.11,1139.99999934336,146,144.0,,TomTom MySports Watch,2016-07-04-182446.gpx
2016-07-02 17:52:07,04a5969e-40b1-45de-a8f4-79745c556c59,Running,,13.55,1:18:01,5:46,10.42,933.999999462016,189,137.0,,TomTom MySports Watch,2016-07-02-175207.gpx
2016-06-27 18:40:44,20ef6c75-37e5-48cc-ab4a-934347347632,Running,,13.28,1:12:43,5:29,10.96,903.999999479296,180,146.0,,TomTom MySports Watch,2016-06-27-184044.gpx
2016-06-25 17:02:44,c306e91d-482d-40b4-96f6-c6f2117eaab4,Running,,13.22,1:16:38,5:48,10.35,917.999999471232,226,142.0,,TomTom MySports Watch,2016-06-25-170244.gpx
2016-06-23 18:29:58,7bedfff1-e270-4ca6-9b34-61f3fc016487,Running,,10.02,51:35,5:09,11.65,719.0,60,,,"Very hot, up to 30+
",2016-06-23-182958.gpx
2016-06-19 17:04:31,2c7b0c7c-1a8e-46d8-88f0-f52cde314a5d,Running,,18.59,1:49:24,5:53,10.19,1283.9999992604198,295,142.0,,TomTom MySports Watch,2016-06-19-170431.gpx
2016-06-14 18:40:51,86208dc5-01ec-4383-8284-89afd17ff565,Running,,13.21,1:08:35,5:11,11.56,904.9999994787199,119,155.0,,TomTom MySports Watch,2016-06-14-184051.gpx
2016-06-12 12:07:08,5ba46d07-d64a-4204-b64c-11b5fb095be6,Running,,19.89,1:45:59,5:20,11.26,1452.0,202,,,,2016-06-12-120708.gpx
2016-06-05 17:10:29,adb38948-116e-4000-9598-877aa7b718da,Running,,15.52,1:30:35,5:50,10.28,1073.99999938138,254,142.0,,TomTom MySports Watch,2016-06-05-171029.gpx
2016-06-02 18:43:44,7d056151-5c10-44c8-ad58-43bf7e1e6fe6,Running,,13.24,1:09:06,5:13,11.5,910.999999475264,117,145.0,,TomTom MySports Watch,2016-06-02-184344.gpx
2016-05-30 18:51:32,69ba4306-6177-4ef1-b3c6-cea3e9700116,Running,,10.03,52:02,5:11,11.57,685.999999604864,91,145.0,,TomTom MySports Watch,2016-05-30-185132.gpx
2016-05-26 18:30:37,e6a0852a-16ff-446c-b522-21c9489c07b7,Running,,12.88,1:08:16,5:18,11.32,892.999999485632,145,149.0,,TomTom MySports Watch,2016-05-26-183037.gpx
2016-05-23 18:26:58,bf304a1c-a01b-4ceb-9559-bde274612398,Running,,10.02,51:25,5:08,11.68,720.0,64,,,,2016-05-23-182658.gpx
2016-05-22 15:31:06,d6e2c045-ce5b-49be-846e-a59df6bd4f0d,Cycling,,39.62,1:48:59,2:45,21.81,877.0,319,,,,2016-05-22-153106.gpx
2016-05-19 18:54:07,fc27d591-a215-4c9b-b30d-22dc38a9293e,Running,,10.14,55:00,5:26,11.06,701.9999995956481,99,145.0,,TomTom MySports Watch,2016-05-19-185407.gpx
2016-05-09 16:46:49,6efb6c1b-fcb4-449c-be9b-6c70d6d0acab,Running,,13.5,1:15:04,5:34,10.79,920.9999994695039,181,147.0,,TomTom MySports Watch,2016-05-09-164649.gpx
2016-04-24 17:16:01,3c60a550-2443-4986-b9b8-666f29b2b367,Running,,12.85,1:16:56,5:59,10.02,902.999999479872,185,142.0,,TomTom MySports Watch,2016-04-24-171601.gpx
2016-04-17 16:20:56,5fe9a80e-d885-426e-816e-2d7aca6844ec,Running,,13.47,1:17:55,5:47,10.37,927.999999465472,180,140.0,,TomTom MySports Watch,2016-04-17-162056.gpx
2016-04-11 18:25:11,f5856eb2-a21b-4796-9b0c-b581bfb0f777,Running,,8.88,47:00,5:17,11.34,615.9999996451841,83,143.0,,TomTom MySports Watch,2016-04-11-182511.gpx
2016-04-07 18:50:38,f260fb9a-5017-40e2-af1d-77ff22e3c5f6,Running,,10.0,51:15,5:07,11.71,684.99999960544,92,145.0,,TomTom MySports Watch,2016-04-07-185038.gpx
2016-04-03 16:27:37,30839785-9325-435a-97d2-219039984113,Running,,10.3,58:59,5:44,10.47,705.999999593344,143,142.0,,TomTom MySports Watch,2016-04-03-162737.gpx
2016-03-28 16:12:15,bd2a55a4-2553-4007-808d-5456de4482c6,Running,,15.62,1:32:26,5:55,10.14,1084.99999937504,258,145.0,,TomTom MySports Watch,2016-03-28-161215.gpx
2016-03-21 18:51:35,63c7f05c-2285-489e-ae1e-af1b7ecce87c,Running,,9.1,51:25,5:39,10.62,625.999999639424,85,142.0,,TomTom MySports Watch,2016-03-21-185135.gpx
2016-03-13 13:02:38,c1105c54-b975-486c-8606-9e0a80994541,Running,,7.19,43:26,6:03,9.93,511.999999705088,111,136.0,,TomTom MySports Watch,2016-03-13-130238.gpx
2016-03-07 13:23:44,375d191f-2d90-4781-8223-a2a8146ca445,Running,,13.69,1:20:39,5:54,10.18,995.0,141,,,,2016-03-07-132344.gpx
2016-02-28 13:37:46,37908beb-2ae0-41e7-9554-3662d9beefec,Running,,13.48,1:19:28,5:54,10.18,941.999999457408,183,144.0,,TomTom MySports Watch,2016-02-28-133746.gpx
