id,genus
520,1.0
3800,1.0
3289,1.0
2695,1.0
4922,1.0
1934,1.0
3704,1.0
4017,1.0
3331,1.0
173,1.0
2983,1.0
116,1.0
4938,1.0
3524,1.0
346,1.0
631,1.0
3588,1.0
3321,1.0
2237,1.0
1180,1.0
1725,1.0
4067,1.0
2675,1.0
728,1.0
1815,1.0
1722,1.0
1377,1.0
432,1.0
1506,1.0
1705,1.0
4636,1.0
2574,1.0
1649,1.0
4868,1.0
4257,1.0
740,1.0
2110,1.0
4305,1.0
2151,1.0
689,1.0
1425,1.0
150,1.0
524,1.0
151,1.0
1066,1.0
571,1.0
3789,1.0
829,1.0
758,1.0
2442,1.0
4031,1.0
347,1.0
717,1.0
1086,1.0
1335,1.0
351,1.0
670,1.0
4307,1.0
2724,1.0
483,1.0
398,1.0
682,1.0
1800,1.0
1903,1.0
3251,1.0
4450,1.0
2713,1.0
506,1.0
2837,1.0
4674,1.0
4153,1.0
652,1.0
818,1.0
4943,1.0
3380,1.0
889,1.0
4466,1.0
1247,1.0
624,1.0
2095,1.0
2599,1.0
1983,1.0
4765,1.0
4749,1.0
4744,1.0
2895,1.0
4869,1.0
2396,1.0
3303,1.0
1101,1.0
2760,1.0
3216,1.0
2936,1.0
3356,1.0
4578,1.0
3495,1.0
4632,1.0
3845,1.0
4011,1.0
1902,1.0
830,1.0
4004,1.0
1331,1.0
1758,1.0
1478,1.0
1503,1.0
3350,1.0
822,1.0
452,1.0
4225,1.0
4833,1.0
256,1.0
4021,1.0
2632,1.0
58,1.0
4232,1.0
1320,1.0
2400,1.0
773,1.0
1318,1.0
1741,1.0
3338,1.0
1898,1.0
467,1.0
2503,1.0
326,1.0
1206,1.0
2335,1.0
705,1.0
3970,1.0
2889,1.0
2397,1.0
960,1.0
1321,1.0
1596,1.0
3874,1.0
2710,1.0
2044,1.0
2090,1.0
1632,1.0
251,1.0
1603,1.0
2246,1.0
1152,1.0
1440,1.0
2392,1.0
3067,1.0
2066,1.0
4810,1.0
2917,1.0
2370,1.0
3745,1.0
395,1.0
2578,1.0
1585,1.0
65,1.0
4062,1.0
1479,1.0
4019,1.0
2485,1.0
3489,1.0
859,1.0
2830,1.0
479,1.0
902,1.0
2466,1.0
3834,1.0
2232,1.0
4565,1.0
4927,1.0
2944,1.0
1978,1.0
4724,1.0
3738,1.0
275,1.0
472,1.0
1397,1.0
3879,1.0
3217,1.0
231,1.0
4360,1.0
272,1.0
3368,1.0
3656,1.0
2329,1.0
4236,1.0
1187,1.0
940,1.0
3345,1.0
935,1.0
3802,1.0
1578,1.0
33,1.0
20,1.0
384,1.0
4258,1.0
2829,1.0
2618,1.0
3166,1.0
844,1.0
2673,1.0
3457,1.0
389,1.0
4085,1.0
1668,1.0
4566,1.0
2600,1.0
1680,1.0
972,1.0
3595,1.0
3377,1.0
358,1.0
1661,1.0
3561,1.0
1522,1.0
1255,1.0
1743,1.0
4876,1.0
4111,1.0
1600,1.0
1428,1.0
3285,1.0
565,1.0
1636,1.0
4777,1.0
4569,1.0
1361,1.0
2857,1.0
4123,1.0
2692,1.0
3639,1.0
3241,1.0
495,1.0
4363,1.0
1069,1.0
3182,1.0
3196,1.0
2530,1.0
4336,1.0
2588,1.0
364,1.0
4844,1.0
3727,1.0
4402,1.0
4168,1.0
4235,1.0
4452,1.0
1499,1.0
2141,1.0
2196,1.0
2326,1.0
2218,1.0
4242,1.0
4120,1.0
3305,1.0
448,1.0
245,1.0
1260,1.0
4399,1.0
1547,1.0
2354,1.0
4567,1.0
3402,1.0
4541,1.0
1372,1.0
4837,1.0
418,1.0
4204,1.0
91,1.0
2602,1.0
3054,1.0
1195,1.0
4555,1.0
341,1.0
3612,1.0
3972,1.0
3076,1.0
951,1.0
402,1.0
1496,1.0
4279,1.0
4303,1.0
3386,1.0
4076,1.0
903,1.0
1415,1.0
3496,1.0
963,1.0
2278,1.0
3794,1.0
334,1.0
2286,1.0
53,1.0
1747,1.0
895,1.0
2456,1.0
562,1.0
204,1.0
3237,1.0
4345,1.0
4904,1.0
3378,1.0
2283,1.0
1186,1.0
1883,1.0
2881,1.0
22,1.0
3670,1.0
2882,1.0
185,1.0
3225,1.0
2923,1.0
4396,1.0
1303,1.0
295,1.0
4117,1.0
3980,1.0
1797,1.0
3247,1.0
2653,1.0
4813,1.0
314,1.0
2633,1.0
1820,1.0
3821,1.0
785,1.0
197,1.0
119,1.0
2444,1.0
4354,1.0
709,1.0
1172,1.0
4172,1.0
2757,1.0
1237,1.0
4416,1.0
4128,1.0
3116,1.0
609,1.0
1455,1.0
3044,1.0
1984,1.0
2145,1.0
4200,1.0
4673,1.0
881,1.0
1141,1.0
4864,1.0
641,1.0
4468,1.0
3455,1.0
2210,1.0
750,1.0
1219,1.0
2015,1.0
3481,1.0
2492,1.0
3643,1.0
4045,1.0
3234,1.0
360,1.0
1523,1.0
2744,1.0
45,1.0
3432,1.0
1914,1.0
3959,1.0
1930,1.0
4734,1.0
1557,1.0
2040,1.0
4161,1.0
282,1.0
4400,1.0
1706,1.0
2271,1.0
1062,1.0
2810,1.0
551,1.0
3318,1.0
936,1.0
3291,1.0
1631,1.0
2597,1.0
1541,1.0
4199,1.0
3521,1.0
4588,1.0
1629,1.0
392,1.0
4323,1.0
3112,1.0
4431,1.0
4263,1.0
1818,1.0
4205,1.0
2550,1.0
4220,1.0
1231,1.0
2978,1.0
1292,1.0
330,1.0
751,1.0
1481,1.0
2684,1.0
1319,1.0
3702,1.0
1213,1.0
3171,1.0
4698,1.0
1392,1.0
3900,1.0
363,1.0
1327,1.0
4930,1.0
249,1.0
4193,1.0
4723,1.0
3534,1.0
3997,1.0
3361,1.0
4714,1.0
3324,1.0
4381,1.0
4384,1.0
784,1.0
3773,1.0
4163,1.0
2312,1.0
601,1.0
4415,1.0
2140,1.0
944,1.0
1695,1.0
1333,1.0
2428,1.0
580,1.0
3210,1.0
918,1.0
1833,1.0
4949,1.0
4196,1.0
3587,1.0
1962,1.0
2127,1.0
4658,1.0
3974,1.0
4359,1.0
3706,1.0
2221,1.0
2645,1.0
865,1.0
2912,1.0
3474,1.0
1158,1.0
4299,1.0
4606,1.0
1156,1.0
4024,1.0
3394,1.0
973,1.0
154,1.0
2234,1.0
1128,1.0
296,1.0
3017,1.0
1900,1.0
4003,1.0
4346,1.0
671,1.0
3829,1.0
602,1.0
906,1.0
2750,1.0
2603,1.0
2510,1.0
2688,1.0
4364,1.0
4347,1.0
1907,1.0
3530,1.0
1148,1.0
247,1.0
669,1.0
160,1.0
2438,1.0
2407,1.0
40,1.0
3750,1.0
494,1.0
3871,1.0
1873,1.0
4286,1.0
403,1.0
1555,1.0
2589,1.0
3142,1.0
2637,1.0
1235,1.0
219,1.0
220,1.0
4559,1.0
267,1.0
2701,1.0
30,1.0
3840,1.0
301,1.0
460,1.0
321,1.0
3718,1.0
1161,1.0
763,1.0
4164,1.0
4827,1.0
1050,1.0
2770,1.0
3937,1.0
1456,1.0
459,1.0
1368,1.0
2375,1.0
4865,1.0
3370,1.0
2119,1.0
2448,1.0
83,1.0
147,1.0
4194,1.0
3129,1.0
243,1.0
188,1.0
1429,1.0
1376,1.0
2552,1.0
2493,1.0
1560,1.0
3176,1.0
3254,1.0
2863,1.0
1876,1.0
4367,1.0
4528,1.0
4001,1.0
2301,1.0
3209,1.0
726,1.0
2266,1.0
1961,1.0
4281,1.0
4044,1.0
3734,1.0
3153,1.0
3205,1.0
2667,1.0
3047,1.0
3957,1.0
4728,1.0
690,1.0
4458,1.0
117,1.0
4398,1.0
644,1.0
3927,1.0
1071,1.0
3540,1.0
2924,1.0
1938,1.0
554,1.0
3161,1.0
975,1.0
1329,1.0
129,1.0
3244,1.0
2555,1.0
3618,1.0
723,1.0
4721,1.0
3873,1.0
3594,1.0
3488,1.0
464,1.0
3851,1.0
3929,1.0
1761,1.0
3774,1.0
2055,1.0
1931,1.0
1137,1.0
4059,1.0
4802,1.0
1729,1.0
167,1.0
2295,1.0
2980,1.0
3522,1.0
3224,1.0
3899,1.0
3371,1.0
291,1.0
700,1.0
1862,1.0
3503,1.0
3397,1.0
3681,1.0
2981,1.0
4366,1.0
4461,1.0
1223,1.0
2183,1.0
3768,1.0
323,1.0
1130,1.0
2747,1.0
4643,1.0
2405,1.0
2965,1.0
3485,1.0
63,1.0
325,1.0
967,1.0
1864,1.0
4410,1.0
2766,1.0
141,1.0
1485,1.0
3005,1.0
3796,1.0
1969,1.0
3744,1.0
3581,1.0
3327,1.0
70,1.0
1055,1.0
3096,1.0
3165,1.0
193,1.0
3475,1.0
1848,1.0
242,1.0
2790,1.0
254,1.0
2730,1.0
2075,1.0
190,1.0
3255,1.0
194,1.0
1070,1.0
2027,1.0
529,1.0
4446,1.0
1653,1.0
415,1.0
4349,1.0
2880,1.0
1840,1.0
1090,1.0
887,1.0
3230,1.0
3988,1.0
4459,1.0
1656,1.0
724,1.0
878,1.0
2419,1.0
1806,1.0
974,1.0
3478,1.0
1114,1.0
2870,1.0
4542,1.0
1781,1.0
1244,1.0
4515,1.0
2712,1.0
4473,1.0
1305,1.0
676,1.0
1530,1.0
4800,1.0
3574,1.0
3634,1.0
4564,1.0
1446,1.0
825,1.0
1221,1.0
531,1.0
1196,1.0
4391,1.0
4829,1.0
2583,1.0
2690,1.0
1143,1.0
4089,1.0
3063,1.0
4456,1.0
276,1.0
3441,1.0
192,1.0
345,1.0
993,1.0
1366,1.0
2635,1.0
419,1.0
3792,1.0
667,1.0
4598,1.0
2769,1.0
1453,1.0
3523,1.0
2634,1.0
961,1.0
4600,1.0
4222,1.0
64,1.0
786,1.0
4068,1.0
1352,1.0
2969,1.0
2659,1.0
3749,1.0
1662,1.0
397,1.0
1805,1.0
1144,1.0
1620,1.0
1517,1.0
3904,1.0
3831,1.0
2414,1.0
2942,1.0
1745,1.0
1867,1.0
1606,1.0
1131,1.0
3910,1.0
3231,1.0
4107,1.0
1061,1.0
4646,1.0
1608,1.0
3852,1.0
627,1.0
2005,1.0
2721,1.0
208,1.0
1249,1.0
2833,1.0
719,1.0
4808,1.0
1948,1.0
2523,1.0
2959,1.0
2486,1.0
4322,1.0
1836,1.0
1732,1.0
4318,1.0
3136,1.0
2079,1.0
736,1.0
171,1.0
201,1.0
4401,1.0
1060,1.0
1826,1.0
2202,1.0
4960,1.0
3803,1.0
1220,1.0
4277,1.0
2876,1.0
2763,1.0
2198,1.0
3510,1.0
558,1.0
1994,1.0
1250,1.0
1889,1.0
2976,1.0
2668,1.0
3673,1.0
3069,1.0
1525,1.0
4754,1.0
3837,1.0
1796,1.0
815,1.0
768,1.0
3428,1.0
1544,1.0
490,1.0
3093,1.0
1750,1.0
388,1.0
2939,1.0
3355,1.0
2453,1.0
673,1.0
4493,1.0
920,1.0
4118,1.0
2425,1.0
3023,1.0
4419,1.0
3759,1.0
3601,1.0
4590,1.0
2231,1.0
1349,1.0
932,1.0
2156,1.0
4405,1.0
1799,1.0
3667,1.0
3140,1.0
1979,1.0
3872,1.0
3322,1.0
3130,1.0
2525,1.0
2613,1.0
4847,1.0
3267,1.0
1212,1.0
2559,1.0
44,1.0
2389,1.0
2026,0.0
3604,0.0
3963,0.0
4184,0.0
408,0.0
3665,0.0
2194,0.0
130,0.0
92,0.0
181,0.0
4947,0.0
2512,0.0
1369,0.0
3121,0.0
2780,0.0
123,0.0
2656,0.0
4582,0.0
4914,0.0
4315,0.0
1054,0.0
4368,0.0
4394,0.0
2784,0.0
3106,0.0
2910,0.0
3548,0.0
3998,0.0
3179,0.0
3662,0.0
500,0.0
2773,0.0
2949,0.0
544,0.0
3086,0.0
2168,0.0
2753,0.0
1482,0.0
3146,0.0
496,0.0
3911,0.0
4487,0.0
898,0.0
140,0.0
2683,0.0
2182,0.0
2333,0.0
4795,0.0
3690,0.0
2495,0.0
913,0.0
366,0.0
1261,0.0
3490,0.0
4109,0.0
1935,0.0
3201,0.0
2715,0.0
3366,0.0
4260,0.0
4324,0.0
2887,0.0
4386,0.0
3772,0.0
2149,0.0
1865,0.0
3336,0.0
1270,0.0
3286,0.0
4083,0.0
1924,0.0
3720,0.0
1151,0.0
1678,0.0
126,0.0
4570,0.0
2192,0.0
1304,0.0
1879,0.0
1672,0.0
3003,0.0
2162,0.0
3875,0.0
2975,0.0
2199,0.0
655,0.0
228,0.0
2449,0.0
4952,0.0
3901,0.0
1424,0.0
391,0.0
2363,0.0
991,0.0
4931,0.0
4283,0.0
698,0.0
3392,0.0
4449,0.0
1778,0.0
1751,0.0
269,0.0
3870,0.0
4231,0.0
2224,0.0
3897,0.0
3977,0.0
1711,0.0
1381,0.0
4809,0.0
3983,0.0
2722,0.0
2011,0.0
968,0.0
2043,0.0
4660,0.0
4049,0.0
3844,0.0
753,0.0
616,0.0
4378,0.0
4086,0.0
85,0.0
3052,0.0
2929,0.0
2243,0.0
926,0.0
3992,0.0
1036,0.0
858,0.0
837,0.0
2330,0.0
3308,0.0
3450,0.0
4104,0.0
87,0.0
3692,0.0
1966,0.0
3118,0.0
109,0.0
3763,0.0
4099,0.0
4774,0.0
1155,0.0
760,0.0
930,0.0
1175,0.0
874,0.0
3007,0.0
1344,0.0
270,0.0
2772,0.0
2558,0.0
3669,0.0
2845,0.0
3472,0.0
1715,0.0
2565,0.0
1976,0.0
3753,0.0
1176,0.0
1868,0.0
4317,0.0
2570,0.0
1590,0.0
3560,0.0
306,0.0
2622,0.0
3809,0.0
4548,0.0
1205,0.0
409,0.0
3214,0.0
3539,0.0
1504,0.0
4633,0.0
186,0.0
3307,0.0
3725,0.0
4036,0.0
1078,0.0
2643,0.0
381,0.0
2351,0.0
2002,0.0
4882,0.0
1939,0.0
1358,0.0
3078,0.0
1492,0.0
2679,0.0
779,0.0
265,0.0
3132,0.0
4535,0.0
2556,0.0
2521,0.0
2025,0.0
4616,0.0
478,0.0
3858,0.0
2657,0.0
1447,0.0
2323,0.0
365,0.0
1508,0.0
2455,0.0
195,0.0
3407,0.0
3021,0.0
3668,0.0
1123,0.0
1245,0.0
1343,0.0
3979,0.0
2239,0.0
2279,0.0
4418,0.0
1780,0.0
3728,0.0
1681,0.0
3229,0.0
2157,0.0
3926,0.0
3515,0.0
4645,0.0
1106,0.0
2851,0.0
630,0.0
938,0.0
2794,0.0
4612,0.0
3644,0.0
3001,0.0
3464,0.0
4618,0.0
2142,0.0
1087,0.0
2220,0.0
701,0.0
1279,0.0
134,0.0
3680,0.0
3987,0.0
2113,0.0
3015,0.0
650,0.0
3782,0.0
4026,0.0
1347,0.0
807,0.0
283,0.0
4453,0.0
1953,0.0
2511,0.0
1756,0.0
2292,0.0
2117,0.0
2680,0.0
264,0.0
3675,0.0
697,0.0
3189,0.0
4895,0.0
2378,0.0
3752,0.0
2577,0.0
2267,0.0
3918,0.0
3222,0.0
1348,0.0
2217,0.0
2650,0.0
2391,0.0
102,0.0
2165,0.0
2418,0.0
18,0.0
3352,0.0
1673,0.0
2187,0.0
4167,0.0
3162,0.0
4630,0.0
725,0.0
2121,0.0
3652,0.0
497,0.0
2835,0.0
2257,0.0
1945,0.0
4940,0.0
4906,0.0
3057,0.0
93,0.0
2649,0.0
3629,0.0
1121,0.0
2320,0.0
1017,0.0
3906,0.0
4233,0.0
1804,0.0
1384,0.0
4023,0.0
2927,0.0
2551,0.0
4047,0.0
995,0.0
3197,0.0
1162,0.0
4213,0.0
3978,0.0
2711,0.0
1041,0.0
1089,0.0
3723,0.0
3499,0.0
4333,0.0
3014,0.0
2362,0.0
598,0.0
3741,0.0
921,0.0
2800,0.0
3433,0.0
2473,0.0
3170,0.0
1309,0.0
1367,0.0
2102,0.0
3712,0.0
2479,0.0
435,0.0
1512,0.0
2652,0.0
2169,0.0
2460,0.0
4428,0.0
1032,0.0
2037,0.0
4335,0.0
2752,0.0
2764,0.0
4890,0.0
236,0.0
2700,0.0
42,0.0
2491,0.0
3641,0.0
3754,0.0
2894,0.0
593,0.0
3571,0.0
2207,0.0
4273,0.0
947,0.0
183,0.0
2738,0.0
899,0.0
931,0.0
1556,0.0
1291,0.0
811,0.0
836,0.0
1451,0.0
2877,0.0
1988,0.0
586,0.0
4138,0.0
2372,0.0
3416,0.0
3849,0.0
2129,0.0
771,0.0
2462,0.0
1495,0.0
4030,0.0
915,0.0
2293,0.0
997,0.0
3029,0.0
3344,0.0
2368,0.0
1974,0.0
1890,0.0
4838,0.0
4599,0.0
3887,0.0
1592,0.0
2797,0.0
481,0.0
622,0.0
1193,0.0
67,0.0
3185,0.0
3895,0.0
4326,0.0
2376,0.0
4249,0.0
4183,0.0
2445,0.0
60,0.0
4798,0.0
654,0.0
1501,0.0
3391,0.0
606,0.0
4447,0.0
2393,0.0
3758,0.0
1412,0.0
1884,0.0
4522,0.0
1694,0.0
3372,0.0
36,0.0
2854,0.0
78,0.0
2505,0.0
200,0.0
577,0.0
4056,0.0
958,0.0
1285,0.0
2874,0.0
12,0.0
229,0.0
762,0.0
342,0.0
4796,0.0
4454,0.0
143,0.0
809,0.0
3876,0.0
787,0.0
4573,0.0
505,0.0
3281,0.0
4015,0.0
2758,0.0
4692,0.0
2705,0.0
3780,0.0
546,0.0
191,0.0
399,0.0
2313,0.0
4404,0.0
2099,0.0
3119,0.0
4942,0.0
891,0.0
1643,0.0
4648,0.0
3994,0.0
3865,0.0
1149,0.0
4710,0.0
2254,0.0
23,0.0
4240,0.0
390,0.0
453,0.0
767,0.0
411,0.0
261,0.0
4061,0.0
4,0.0
4270,0.0
4650,0.0
4761,0.0
868,0.0
3889,0.0
3557,0.0
180,0.0
47,0.0
3203,0.0
469,0.0
4690,0.0
3056,0.0
122,0.0
3790,0.0
4793,0.0
271,0.0
153,0.0
2687,0.0
3250,0.0
4574,0.0
2735,0.0
1617,0.0
4760,0.0
2275,0.0
3606,0.0
2507,0.0
2630,0.0
765,0.0
3954,0.0
1355,0.0
927,0.0
2951,0.0
4300,0.0
3104,0.0
2369,0.0
3245,0.0
2413,0.0
3777,0.0
3367,0.0
3610,0.0
2296,0.0
2621,0.0
2808,0.0
115,0.0
4411,0.0
3938,0.0
3660,0.0
2355,0.0
4919,0.0
4804,0.0
1545,0.0
4262,0.0
1553,0.0
111,0.0
2909,0.0
4234,0.0
3989,0.0
984,0.0
979,0.0
114,0.0
3013,0.0
3696,0.0
905,0.0
2319,0.0
4192,0.0
4958,0.0
320,0.0
421,0.0
1422,0.0
3943,0.0
4034,0.0
3976,0.0
1174,0.0
1875,0.0
510,0.0
32,0.0
4106,0.0
1109,0.0
2193,0.0
3748,0.0
2751,0.0
1963,0.0
2114,0.0
2497,0.0
3722,0.0
178,0.0
557,0.0
776,0.0
5,0.0
4290,0.0
1572,0.0
2016,0.0
992,0.0
2892,0.0
3891,0.0
310,0.0
798,0.0
2993,0.0
875,0.0
2092,0.0
4484,0.0
4707,0.0
1739,0.0
752,0.0
371,0.0
3841,0.0
1288,0.0
312,0.0
3421,0.0
4900,0.0
4770,0.0
4072,0.0
789,0.0
4762,0.0
3825,0.0
4413,0.0
2384,0.0
4516,0.0
1577,0.0
99,0.0
396,0.0
2352,0.0
1464,0.0
1463,0.0
3688,0.0
3930,0.0
4490,0.0
1190,0.0
3072,0.0
3683,0.0
3220,0.0
3447,0.0
1570,0.0
1787,0.0
808,0.0
2241,0.0
4276,0.0
3888,0.0
4811,0.0
4078,0.0
4764,0.0
3050,0.0
4171,0.0
1625,0.0
2067,0.0
1476,0.0
4274,0.0
3329,0.0
4525,0.0
2346,0.0
4733,0.0
4069,0.0
4496,0.0
4201,0.0
1423,0.0
2111,0.0
2605,0.0
1108,0.0
2614,0.0
3066,0.0
2901,0.0
3351,0.0
3892,0.0
738,0.0
3958,0.0
2974,0.0
2024,0.0
28,0.0
4824,0.0
2435,0.0
3757,0.0
3600,0.0
530,0.0
3880,0.0
4533,0.0
2452,0.0
3376,0.0
2903,0.0
2093,0.0
4539,0.0
4669,0.0
998,0.0
4527,0.0
484,0.0
4289,0.0
1254,0.0
2367,0.0
2736,0.0
2273,0.0
3137,0.0
108,0.0
1430,0.0
3506,0.0
72,0.0
3311,0.0
4676,0.0
1899,0.0
121,0.0
379,0.0
548,0.0
424,0.0
3676,0.0
1766,0.0
288,0.0
4691,0.0
1524,0.0
3422,0.0
4079,0.0
4908,0.0
597,0.0
4610,0.0
4388,0.0
169,0.0
4114,0.0
1201,0.0
2986,0.0
3240,0.0
2655,0.0
1216,0.0
2274,0.0
3814,0.0
4684,0.0
4512,0.0
1987,0.0
1789,0.0
4654,0.0
4689,0.0
4175,0.0
2013,0.0
1509,0.0
1870,0.0
1650,0.0
796,0.0
2977,0.0
3484,0.0
4520,0.0
4469,0.0
1646,0.0
1782,0.0
4221,0.0
3109,0.0
3507,0.0
1386,0.0
2021,0.0
3797,0.0
1520,0.0
568,0.0
1604,0.0
1980,0.0
3567,0.0
790,0.0
3272,0.0
1946,0.0
4422,0.0
4254,0.0
2298,0.0
1011,0.0
4451,0.0
1973,0.0
137,0.0
640,0.0
2861,0.0
1207,0.0
1274,0.0
2513,0.0
422,0.0
378,0.0
3300,0.0
3528,0.0
3051,0.0
1692,0.0
2174,0.0
2638,0.0
1382,0.0
4771,0.0
3862,0.0
3195,0.0
3085,0.0
3404,0.0
1897,0.0
3009,0.0
4537,0.0
2360,0.0
3833,0.0
4755,0.0
2412,0.0
4887,0.0
1971,0.0
434,0.0
1234,0.0
4550,0.0
4071,0.0
4022,0.0
3783,0.0
2702,0.0
4877,0.0
1927,0.0
4501,0.0
2038,0.0
3258,0.0
1094,0.0
1338,0.0
4372,0.0
1477,0.0
1092,0.0
2579,0.0
1933,0.0
4784,0.0
4879,0.0
4950,0.0
1713,0.0
46,0.0
2741,0.0
4016,0.0
4649,0.0
3597,0.0
4767,0.0
2441,0.0
4510,0.0
3616,0.0
574,0.0
4125,0.0
1315,0.0
1339,0.0
1941,0.0
3243,0.0
2623,0.0
3973,0.0
2096,0.0
3531,0.0
4465,0.0
4256,0.0
2383,0.0
1855,0.0
4298,0.0
335,0.0
3672,0.0
4288,0.0
2229,0.0
3497,0.0
438,0.0
2906,0.0
465,0.0
2934,0.0
315,0.0
3248,0.0
2948,0.0
3563,0.0
2527,0.0
4592,0.0
4160,0.0
2461,0.0
4534,0.0
4439,0.0
3208,0.0
2365,0.0
128,0.0
2636,0.0
