id,expected_recovery_amount,actual_recovery_amount,recovery_strategy,age,sex
353,3608,5057.712637,Level 3 Recovery,57,Female
439,3612,16519.4867,Level 3 Recovery,48,Female
1760,3619,5176.81633,Level 3 Recovery,42,Female
1082,3643,6521.989526,Level 3 Recovery,66,Male
1281,3647,5610.685258,Level 3 Recovery,49,Male
1881,3652,8002.152424,Level 3 Recovery,56,Female
1546,3658,6262.589968,Level 3 Recovery,45,Female
1145,3660,5001.072309,Level 3 Recovery,48,Male
431,3666,4140.287636,Level 3 Recovery,50,Male
1521,3673,7629.626959,Level 3 Recovery,50,Male
1139,3674,5882.483282,Level 3 Recovery,40,Female
1987,3677,6894.519279,Level 3 Recovery,61,Female
804,3684,5833.8466,Level 3 Recovery,45,Female
119,3689,6148.12855,Level 3 Recovery,59,Male
662,3692,5098.18369,Level 3 Recovery,39,Female
1070,3693,6609.474137,Level 3 Recovery,59,Male
1562,3702,6306.301753,Level 3 Recovery,39,Male
517,3703,6296.036728,Level 3 Recovery,76,Male
1445,3705,6816.188228,Level 3 Recovery,49,Male
1698,3706,5807.779051,Level 3 Recovery,52,Male
1286,3710,5026.036882,Level 3 Recovery,32,Male
959,3722,6928.474407,Level 3 Recovery,51,Female
1853,3723,6017.949704,Level 3 Recovery,34,Male
433,3734,7770.351703,Level 3 Recovery,71,Male
280,3739,2867.274886,Level 3 Recovery,45,Female
1889,3743,4863.702723,Level 3 Recovery,45,Female
956,3749,6066.419579,Level 3 Recovery,41,Male
1653,3755,5168.626235,Level 3 Recovery,52,Male
309,3757,7792.05657,Level 3 Recovery,36,Female
1820,3768,2029.693193,Level 3 Recovery,53,Female
1023,3771,5700.211947,Level 3 Recovery,41,Female
1572,3772,5161.475651,Level 3 Recovery,62,Male
689,3775,8019.515016,Level 3 Recovery,63,Female
2053,3775,9719.999402,Level 3 Recovery,57,Male
1013,3779,6136.459,Level 3 Recovery,62,Female
1072,3784,5813.196447,Level 3 Recovery,61,Male
167,3789,7073.308501,Level 3 Recovery,42,Male
541,3789,5464.742924,Level 3 Recovery,65,Female
507,3795,6899.846343,Level 3 Recovery,62,Male
462,3798,6081.231165,Level 3 Recovery,45,Female
1104,3800,7435.590633,Level 3 Recovery,52,Female
1165,3800,6317.278326,Level 3 Recovery,50,Female
39,3818,4076.90718,Level 3 Recovery,53,Male
37,3826,4674.550992,Level 3 Recovery,58,Male
928,3835,5523.120371,Level 3 Recovery,65,Female
1197,3848,8225.967339,Level 3 Recovery,46,Female
48,3854,4641.614846,Level 3 Recovery,49,Female
1159,3855,5400.940123,Level 3 Recovery,47,Female
1371,3857,6897.52067,Level 3 Recovery,63,Female
1758,3857,5570.066559,Level 3 Recovery,50,Male
646,3870,8587.046039,Level 3 Recovery,66,Male
265,3874,8535.882623,Level 3 Recovery,46,Female
2012,3892,8811.016546,Level 3 Recovery,65,Male
848,3893,7624.444664,Level 3 Recovery,44,Male
2051,3901,4446.049014,Level 3 Recovery,53,Male
1541,3904,9028.249247,Level 3 Recovery,48,Male
67,3907,3296.466299,Level 3 Recovery,60,Female
1823,3914,4090.608107,Level 3 Recovery,63,Female
1722,3916,4682.626973,Level 3 Recovery,54,Male
847,3923,5999.527312,Level 3 Recovery,59,Female
1368,3923,5757.685073,Level 3 Recovery,50,Male
545,3931,6123.334085,Level 3 Recovery,45,Male
1166,3933,5262.055214,Level 3 Recovery,47,Female
373,3937,10324.43118,Level 3 Recovery,70,Female
1299,3942,7590.89055,Level 3 Recovery,67,Male
347,3945,5040.117429,Level 3 Recovery,40,Female
339,3946,4907.467606,Level 3 Recovery,53,Male
160,3968,12346.63659,Level 3 Recovery,63,Male
69,3972,4289.324209,Level 3 Recovery,58,Male
1595,3973,10282.49931,Level 3 Recovery,64,Male
1522,3982,5453.999183,Level 3 Recovery,45,Male
1349,3986,5424.698949,Level 3 Recovery,57,Male
1678,3992,6367.153632,Level 3 Recovery,71,Male
143,4001,1921.107323,Level 3 Recovery,62,Male
1215,4006,8649.806664,Level 3 Recovery,36,Female
1725,4009,5316.579525,Level 3 Recovery,45,Female
1657,4010,5617.471857,Level 3 Recovery,69,Male
1714,4013,5767.138753,Level 3 Recovery,50,Female
89,4015,4010.573254,Level 3 Recovery,47,Female
891,4020,4875.845999,Level 3 Recovery,47,Female
1009,4031,4928.116321,Level 3 Recovery,61,Male
843,4034,6698.395899,Level 3 Recovery,56,Male
526,4039,5078.045066,Level 3 Recovery,60,Female
1459,4048,6520.398791,Level 3 Recovery,52,Female
430,4050,6255.654868,Level 3 Recovery,61,Male
1081,4054,5890.930056,Level 3 Recovery,47,Female
1320,4056,7469.625872,Level 3 Recovery,42,Male
925,4060,3042.451638,Level 3 Recovery,41,Female
1140,4067,5804.582653,Level 3 Recovery,59,Male
752,4068,4879.313831,Level 3 Recovery,57,Male
784,4069,7292.12355,Level 3 Recovery,60,Male
1358,4091,8695.481873,Level 3 Recovery,48,Male
551,4096,6527.360327,Level 3 Recovery,50,Female
1240,4096,5921.575424,Level 3 Recovery,41,Female
1270,4098,8013.546367,Level 3 Recovery,50,Female
1133,4101,7119.418395,Level 3 Recovery,46,Female
1265,4113,4625.637705,Level 3 Recovery,53,Male
1948,4123,5848.889643,Level 3 Recovery,50,Male
407,4131,4476.308739,Level 3 Recovery,48,Female
585,4142,3934.627472,Level 3 Recovery,51,Female
1658,4154,6332.017334,Level 3 Recovery,60,Male
47,4155,5036.506473,Level 3 Recovery,55,Female
1192,4164,9266.182873,Level 3 Recovery,45,Female
601,4169,5099.777052,Level 3 Recovery,49,Female
405,4170,4985.7428,Level 3 Recovery,65,Female
1058,4177,6510.349075,Level 3 Recovery,40,Female
414,4178,4695.172026,Level 3 Recovery,49,Male
73,4183,3950.581089,Level 3 Recovery,46,Male
845,4185,4763.590353,Level 3 Recovery,46,Female
1399,4200,11155.70168,Level 3 Recovery,57,Male
846,4202,6065.200891,Level 3 Recovery,57,Female
1582,4207,6647.821991,Level 3 Recovery,54,Female
306,4216,9429.740917,Level 3 Recovery,41,Female
456,4221,5398.91217,Level 3 Recovery,59,Female
1187,4226,8446.323369,Level 3 Recovery,64,Male
650,4228,6251.730615,Level 3 Recovery,47,Female
1703,4236,8507.685335,Level 3 Recovery,51,Male
1148,4239,5193.942819,Level 3 Recovery,62,Female
117,4248,6859.867733,Level 3 Recovery,71,Male
1584,4264,6680.779376,Level 3 Recovery,58,Male
638,4271,6303.05478,Level 3 Recovery,59,Female
1314,4289,8518.829396,Level 3 Recovery,71,Male
1935,4291,9356.450421,Level 3 Recovery,53,Male
399,4293,8299.216631,Level 3 Recovery,55,Female
1565,4301,12356.88454,Level 3 Recovery,54,Female
982,4309,7724.801693,Level 3 Recovery,76,Male
1852,4322,5973.844816,Level 3 Recovery,63,Female
113,4361,7121.513028,Level 3 Recovery,47,Male
771,4388,4936.357207,Level 3 Recovery,68,Male
1672,4397,6238.72204,Level 3 Recovery,71,Male
1454,4403,7086.114242,Level 3 Recovery,57,Male
1136,4439,6220.60016,Level 3 Recovery,55,Male
1574,4441,6330.150989,Level 3 Recovery,69,Male
27,4445,5605.396961,Level 3 Recovery,58,Male
606,4450,7141.877388,Level 3 Recovery,46,Male
869,4455,6324.618285,Level 3 Recovery,49,Female
1802,4466,7373.250262,Level 3 Recovery,62,Female
1636,4495,7060.12032,Level 3 Recovery,47,Male
1074,4502,7718.683076,Level 3 Recovery,47,Male
902,4511,4510.46404,Level 3 Recovery,54,Female
1181,4514,7244.973384,Level 3 Recovery,63,Male
1784,4514,6243.916639,Level 3 Recovery,75,Male
1032,4552,7442.758937,Level 3 Recovery,78,Male
258,4556,26205.32679,Level 3 Recovery,57,Female
275,4568,6269.773999,Level 3 Recovery,61,Male
2018,4577,8404.740562,Level 3 Recovery,60,Male
1186,4584,7794.838224,Level 3 Recovery,64,Female
1430,4586,6737.709108,Level 3 Recovery,51,Female
641,4599,5902.63027,Level 3 Recovery,57,Female
1605,4604,8699.730699,Level 3 Recovery,43,Female
55,4613,12814.17368,Level 3 Recovery,63,Male
1473,4615,10376.56411,Level 3 Recovery,49,Female
1413,4624,6407.73498,Level 3 Recovery,55,Male
390,4642,5475.223468,Level 3 Recovery,39,Male
628,4655,6589.245326,Level 3 Recovery,76,Male
1797,4660,6152.108886,Level 3 Recovery,74,Male
984,4672,6962.109275,Level 3 Recovery,61,Female
1790,4684,7481.11729,Level 3 Recovery,64,Female
1031,4690,6697.774811,Level 3 Recovery,52,Female
571,4692,8948.851545,Level 3 Recovery,42,Female
702,4693,7094.940159,Level 3 Recovery,42,Male
1035,4697,10004.12444,Level 3 Recovery,43,Female
1317,4701,6154.080189,Level 3 Recovery,43,Female
1054,4708,7077.138391,Level 3 Recovery,66,Female
260,4711,7422.462849,Level 3 Recovery,69,Female
1018,4712,6255.176841,Level 3 Recovery,47,Female
1379,4714,8793.440705,Level 3 Recovery,75,Female
1007,4720,7055.688766,Level 3 Recovery,60,Female
1366,4723,6409.352646,Level 3 Recovery,70,Male
1885,4728,15737.89432,Level 3 Recovery,63,Female
272,4744,6142.97746,Level 3 Recovery,80,Male
281,4757,6421.827494,Level 3 Recovery,64,Female
1171,4769,10549.05583,Level 3 Recovery,61,Male
216,4774,29831.50666,Level 3 Recovery,60,Female
1579,4776,7021.328219,Level 3 Recovery,56,Male
1516,4778,7429.167841,Level 3 Recovery,45,Female
376,4789,8213.079814,Level 3 Recovery,61,Female
962,4790,7729.93182,Level 3 Recovery,46,Male
942,4793,9443.236581,Level 3 Recovery,64,Male
1335,4793,5412.67678,Level 3 Recovery,77,Female
1513,4807,10840.01915,Level 3 Recovery,70,Male
1027,4810,12768.23346,Level 3 Recovery,75,Male
1846,4810,8585.339245,Level 3 Recovery,55,Female
1647,4811,6549.321264,Level 3 Recovery,59,Female
420,4839,7378.827405,Level 3 Recovery,49,Male
993,4862,4758.065918,Level 3 Recovery,53,Male
458,4878,7049.801522,Level 3 Recovery,76,Female
1050,4884,9973.384842,Level 3 Recovery,56,Male
1230,4897,7687.168895,Level 3 Recovery,56,Female
1380,4933,6981.60601,Level 3 Recovery,64,Female
1071,4936,8704.052259,Level 3 Recovery,54,Male
1283,4937,4808.34515,Level 3 Recovery,61,Female
968,4938,10069.98264,Level 3 Recovery,61,Female
2032,4942,11279.63079,Level 3 Recovery,58,Male
909,4944,6152.816521,Level 3 Recovery,63,Female
270,4962,19642.33657,Level 3 Recovery,50,Female
328,4970,7764.76372,Level 3 Recovery,65,Female
1029,4973,7154.379499,Level 3 Recovery,58,Male
1041,4973,8839.474328,Level 3 Recovery,54,Female
1124,4986,10433.46958,Level 3 Recovery,63,Male
2027,4987,13630.58167,Level 3 Recovery,50,Female
1078,5008,7192.934912,Level 4 Recovery,63,Male
573,5010,5225.797742,Level 4 Recovery,63,Male
678,5014,11043.13498,Level 4 Recovery,62,Female
1258,5021,9537.151946,Level 4 Recovery,73,Male
890,5030,7225.846365,Level 4 Recovery,64,Male
465,5037,7275.536069,Level 4 Recovery,43,Male
941,5038,11942.36472,Level 4 Recovery,76,Male
377,5039,6999.505454,Level 4 Recovery,56,Male
645,5059,7097.886779,Level 4 Recovery,62,Male
327,5063,8139.156234,Level 4 Recovery,43,Female
908,5063,5008.424615,Level 4 Recovery,59,Female
1369,5074,9004.64149,Level 4 Recovery,71,Male
1974,5074,10352.21643,Level 4 Recovery,57,Female
290,5078,6915.924067,Level 4 Recovery,70,Female
833,5094,8480.642875,Level 4 Recovery,58,Female
326,5110,9699.017852,Level 4 Recovery,54,Male
592,5133,5525.824728,Level 4 Recovery,78,Female
1024,5135,8036.323419,Level 4 Recovery,74,Male
65,5147,5386.810455,Level 4 Recovery,59,Male
1911,5147,7319.596554,Level 4 Recovery,69,Male
1460,5159,6727.751203,Level 4 Recovery,73,Male
2040,5159,13248.46865,Level 4 Recovery,68,Male
384,5165,7387.410602,Level 4 Recovery,46,Female
758,5180,7191.446634,Level 4 Recovery,81,Male
41,5181,12433.87108,Level 4 Recovery,60,Female
1207,5187,6260.329122,Level 4 Recovery,71,Male
1520,5191,9383.825198,Level 4 Recovery,74,Female
991,5194,6691.915219,Level 4 Recovery,54,Female
649,5218,10148.20694,Level 4 Recovery,58,Male
75,5219,5663.306456,Level 4 Recovery,33,Female
1173,5219,7092.159734,Level 4 Recovery,54,Female
1312,5226,5396.089245,Level 4 Recovery,62,Male
1250,5234,9928.279875,Level 4 Recovery,65,Female
921,5246,4269.715572,Level 4 Recovery,68,Female
438,5273,14959.3639,Level 4 Recovery,60,Female
1141,5279,5006.927507,Level 4 Recovery,66,Female
2037,5283,7645.470407,Level 4 Recovery,63,Male
427,5284,8056.280452,Level 4 Recovery,43,Female
1375,5294,8059.55634,Level 4 Recovery,74,Female
1262,5307,9751.577882,Level 4 Recovery,53,Female
863,5325,7690.213652,Level 4 Recovery,48,Female
617,5345,29827.01222,Level 4 Recovery,66,Female
1057,5348,8964.430807,Level 4 Recovery,65,Female
385,5375,8742.750191,Level 4 Recovery,72,Female
261,5380,9046.421123,Level 4 Recovery,77,Male
676,5388,7508.006123,Level 4 Recovery,69,Male
1118,5391,8544.550685,Level 4 Recovery,73,Female
64,5397,7240.125924,Level 4 Recovery,78,Female
268,5409,17173.88459,Level 4 Recovery,70,Female
319,5411,10856.08808,Level 4 Recovery,53,Female
1484,5411,13415.88052,Level 4 Recovery,69,Female
1736,5421,6888.386408,Level 4 Recovery,69,Male
315,5458,9934.513393,Level 4 Recovery,58,Female
714,5459,9215.234594,Level 4 Recovery,63,Male
787,5459,8206.134654,Level 4 Recovery,67,Male
332,5460,12056.55121,Level 4 Recovery,57,Female
755,5477,6557.952827,Level 4 Recovery,66,Male
1298,5490,5850.437628,Level 4 Recovery,72,Female
366,5500,8343.000372,Level 4 Recovery,74,Male
187,5504,7767.461198,Level 4 Recovery,71,Male
1531,5507,11535.60825,Level 4 Recovery,64,Male
829,5510,6425.4506,Level 4 Recovery,83,Male
1593,5518,11821.47558,Level 4 Recovery,59,Female
940,5526,9238.578231,Level 4 Recovery,74,Female
917,5527,7316.429588,Level 4 Recovery,84,Male
842,5532,8389.474874,Level 4 Recovery,72,Male
1635,5541,8080.941944,Level 4 Recovery,54,Female
1363,5542,14256.63164,Level 4 Recovery,59,Female
2000,5543,1001.585644,Level 4 Recovery,66,Female
1060,5573,9826.11353,Level 4 Recovery,60,Female
1374,5600,9432.854057,Level 4 Recovery,74,Male
647,5629,8922.893597,Level 4 Recovery,77,Female
370,5633,9375.688329,Level 4 Recovery,72,Female
840,5660,7543.070823,Level 4 Recovery,78,Female
1863,5666,5963.986702,Level 4 Recovery,60,Female
640,5678,9242.791568,Level 4 Recovery,70,Female
1839,5690,12138.74216,Level 4 Recovery,61,Female
395,5703,10900.35092,Level 4 Recovery,62,Female
684,5704,11606.48405,Level 4 Recovery,67,Female
118,5705,9046.593237,Level 4 Recovery,72,Male
1834,5707,8246.169844,Level 4 Recovery,54,Male
1076,5724,9844.398322,Level 4 Recovery,77,Male
426,5732,8635.062272,Level 4 Recovery,69,Male
756,5735,7832.264214,Level 4 Recovery,62,Male
35,5751,9858.842034,Level 4 Recovery,72,Female
854,5775,9997.580427,Level 4 Recovery,61,Male
2036,5861,8692.957817,Level 4 Recovery,56,Male
724,5868,8699.643001,Level 4 Recovery,84,Male
883,5868,8969.371948,Level 4 Recovery,66,Female
772,5876,13194.85006,Level 4 Recovery,67,Female
745,5887,9533.614189,Level 4 Recovery,83,Male
103,5958,6279.531666,Level 4 Recovery,67,Female
1753,5961,9672.880379,Level 4 Recovery,56,Female
1370,5970,8077.266424,Level 4 Recovery,68,Male
1123,5980,9951.484452,Level 4 Recovery,81,Male
1401,5983,10469.25719,Level 4 Recovery,52,Male
947,5999,10366.14099,Level 4 Recovery,74,Male
512,6009,9487.939499,Level 4 Recovery,78,Female
589,6035,8209.446999,Level 4 Recovery,60,Female
1226,6070,10481.59591,Level 4 Recovery,62,Male
1068,6084,10460.99279,Level 4 Recovery,70,Female
1580,6086,14040.95866,Level 4 Recovery,74,Female
1644,6100,11843.94572,Level 4 Recovery,54,Male
1538,6101,12621.57814,Level 4 Recovery,52,Female
269,6124,19658.93456,Level 4 Recovery,54,Female
1264,6135,10750.03194,Level 4 Recovery,68,Female
834,6181,10174.10886,Level 4 Recovery,62,Male
1650,6182,7085.704167,Level 4 Recovery,54,Male
98,6206,9714.618515,Level 4 Recovery,63,Male
916,6210,7097.229646,Level 4 Recovery,64,Female
1773,6217,8489.740498,Level 4 Recovery,81,Female
1676,6239,9681.62076,Level 4 Recovery,74,Female
1094,6269,9188.796338,Level 4 Recovery,72,Female
636,6273,7575.35059,Level 4 Recovery,64,Female
1643,6278,16576.76678,Level 4 Recovery,64,Female
935,6291,11118.91283,Level 4 Recovery,75,Female
449,6300,15108.53344,Level 4 Recovery,77,Male
1485,6320,11929.12569,Level 4 Recovery,74,Female
1800,6366,15150.77336,Level 4 Recovery,62,Male
1271,6402,9791.454902,Level 4 Recovery,67,Female
1178,6406,10860.37237,Level 4 Recovery,66,Male
1019,6463,9121.505884,Level 4 Recovery,83,Female
558,6491,9655.864111,Level 4 Recovery,75,Female
1015,6492,13621.50795,Level 4 Recovery,59,Male
2046,6500,21610.9207,Level 4 Recovery,75,Female
1158,6512,9524.48406,Level 4 Recovery,77,Male
1438,6528,16713.98177,Level 4 Recovery,80,Male
1813,6532,19355.79932,Level 4 Recovery,60,Male
623,6540,9868.012512,Level 4 Recovery,76,Male
907,6566,6309.993393,Level 4 Recovery,54,Male
1446,6570,21176.05702,Level 4 Recovery,83,Female
2020,6577,12382.72607,Level 4 Recovery,80,Male
104,6633,15778.70398,Level 4 Recovery,52,Male
1172,6645,12294.29933,Level 4 Recovery,80,Male
1512,6700,14866.163,Level 4 Recovery,74,Male
1367,6702,11034.00588,Level 4 Recovery,74,Female
101,6723,8108.039578,Level 4 Recovery,70,Female
898,6752,9342.450901,Level 4 Recovery,78,Female
800,6754,12101.79142,Level 4 Recovery,60,Male
316,6764,12037.27396,Level 4 Recovery,78,Male
624,6788,16283.52183,Level 4 Recovery,70,Male
952,6789,11502.19899,Level 4 Recovery,65,Male
1415,6800,12923.66863,Level 4 Recovery,83,Female
1701,6806,13059.58147,Level 4 Recovery,79,Male
1638,6817,10754.39193,Level 4 Recovery,70,Female
1915,6826,17843.1701,Level 4 Recovery,78,Male
939,6842,10020.22897,Level 4 Recovery,77,Female
1321,6864,10196.70853,Level 4 Recovery,76,Male
418,6910,9023.345895,Level 4 Recovery,57,Male
878,6924,11609.48488,Level 4 Recovery,51,Male
1235,6949,11601.76893,Level 4 Recovery,52,Female
531,6957,15330.10636,Level 4 Recovery,63,Female
1431,7013,12484.26115,Level 4 Recovery,54,Female
974,7024,18807.05593,Level 4 Recovery,58,Male
603,7035,12530.94989,Level 4 Recovery,74,Male
71,7042,8632.493074,Level 4 Recovery,73,Female
1833,7044,14814.32391,Level 4 Recovery,61,Female
1225,7112,14333.06777,Level 4 Recovery,53,Female
1428,7112,15371.54532,Level 4 Recovery,59,Female
1570,7151,15652.95684,Level 4 Recovery,58,Male
823,7157,16196.07845,Level 4 Recovery,55,Male
112,7167,12366.48263,Level 4 Recovery,71,Male
453,7174,13583.71407,Level 4 Recovery,66,Female
590,7177,10940.05852,Level 4 Recovery,57,Female
2029,7179,10339.71267,Level 4 Recovery,84,Female
1752,7187,9955.381515,Level 4 Recovery,81,Female
1588,7189,20572.20814,Level 4 Recovery,54,Male
1448,7195,8986.128585,Level 4 Recovery,59,Female
1132,7197,7447.236129,Level 4 Recovery,82,Male
10,7220,9938.698547,Level 4 Recovery,54,Male
1967,7230,11131.43392,Level 4 Recovery,55,Female
355,7254,9203.729858,Level 4 Recovery,56,Male
1183,7254,17472.13641,Level 4 Recovery,55,Male
937,7256,17296.15822,Level 4 Recovery,62,Male
425,7262,12023.72971,Level 4 Recovery,60,Male
673,7288,16258.4949,Level 4 Recovery,84,Male
1000,7336,12133.71157,Level 4 Recovery,84,Female
371,7360,13195.40271,Level 4 Recovery,82,Male
1426,7395,18443.31943,Level 4 Recovery,62,Female
1571,7474,21977.00637,Level 4 Recovery,77,Male
262,7483,18224.28753,Level 4 Recovery,54,Female
1420,7508,13194.75111,Level 4 Recovery,50,Male
33,7514,14350.34717,Level 4 Recovery,66,Male
1596,7519,12003.97483,Level 4 Recovery,75,Male
828,7554,11199.92072,Level 4 Recovery,55,Female
1858,7579,8060.862263,Level 4 Recovery,50,Male
229,7630,10978.5244,Level 4 Recovery,52,Female
1294,7686,10770.40165,Level 4 Recovery,78,Male
1654,7698,13654.05921,Level 4 Recovery,65,Male
1288,7731,16671.14181,Level 4 Recovery,51,Male
240,7757,12279.37844,Level 4 Recovery,61,Male
386,7771,16619.6275,Level 4 Recovery,69,Male
325,7775,22734.01795,Level 4 Recovery,82,Male
42,7791,10534.05068,Level 4 Recovery,57,Female
1824,7861,17398.47189,Level 4 Recovery,61,Male
17,7891,14787.5649,Level 4 Recovery,82,Male
1008,7917,12192.41275,Level 4 Recovery,59,Male
778,7926,12129.95064,Level 4 Recovery,61,Male
1456,7946,15997.09225,Level 4 Recovery,51,Female
154,7949,9745.058335,Level 4 Recovery,84,Female
1290,7956,16247.83657,Level 4 Recovery,51,Male
2052,7964,12921.51125,Level 4 Recovery,53,Male
1560,7997,16176.37017,Level 4 Recovery,51,Male
1323,8057,14579.80503,Level 4 Recovery,58,Male
533,8085,13038.77055,Level 4 Recovery,57,Male
906,8143,16344.46826,Level 4 Recovery,65,Female
28,8193,10771.12997,Level 4 Recovery,58,Male
423,8213,588.0044164,Level 4 Recovery,52,Male
32,8217,27871.96307,Level 4 Recovery,61,Female
1730,8233,11008.36387,Level 4 Recovery,50,Female
23,8244,15465.32496,Level 4 Recovery,55,Male
983,8255,16788.33176,Level 4 Recovery,71,Female
92,8302,10638.15906,Level 4 Recovery,60,Male
57,8357,16890.79568,Level 4 Recovery,52,Male
1322,8359,15932.92472,Level 4 Recovery,56,Male
1002,8409,9695.6312,Level 4 Recovery,59,Male
1892,8446,14746.83303,Level 4 Recovery,48,Male
1418,8560,14336.68227,Level 4 Recovery,52,Female
1684,8595,13763.30811,Level 4 Recovery,80,Female
214,8619,30973.45209,Level 4 Recovery,71,Female
588,8620,9668.229463,Level 4 Recovery,82,Female
1774,8629,15496.8308,Level 4 Recovery,68,Male
85,8633,17536.45201,Level 4 Recovery,48,Male
1122,8651,19161.95114,Level 4 Recovery,47,Male
404,8732,12539.01998,Level 4 Recovery,68,Female
763,8759,15942.63062,Level 4 Recovery,56,Male
581,8768,9839.572021,Level 4 Recovery,70,Female
1733,8789,15944.98855,Level 4 Recovery,54,Male
1860,8789,11422.41198,Level 4 Recovery,54,Male
934,8803,12853.78061,Level 4 Recovery,52,Female
93,8882,13065.71205,Level 4 Recovery,54,Male
1303,8900,13340.38535,Level 4 Recovery,66,Male
553,8925,16925.05952,Level 4 Recovery,82,Female
555,8930,16461.70968,Level 4 Recovery,65,Female
6,8974,16456.83533,Level 4 Recovery,65,Female
711,8980,15680.67673,Level 4 Recovery,51,Male
413,9024,15671.38907,Level 4 Recovery,56,Female
1117,9026,16628.96169,Level 4 Recovery,56,Male
320,9055,18720.21938,Level 4 Recovery,57,Male
161,9070,28879.17673,Level 4 Recovery,50,Male
699,9173,17131.5168,Level 4 Recovery,61,Male
401,9193,34398.47971,Level 4 Recovery,72,Female
796,9199,21169.80733,Level 4 Recovery,66,Female
429,9218,14352.19588,Level 4 Recovery,60,Female
1712,9232,19909.239,Level 4 Recovery,61,Female
186,9290,10351.15426,Level 4 Recovery,55,Female
1583,9299,29170.03174,Level 4 Recovery,60,Female
266,9341,18407.44958,Level 4 Recovery,47,Female
1805,9352,24497.14739,Level 4 Recovery,53,Female
318,9365,16034.15047,Level 4 Recovery,62,Female
981,9474,21446.8099,Level 4 Recovery,63,Male
568,9481,19814.86212,Level 4 Recovery,62,Male
607,9525,20616.21457,Level 4 Recovery,53,Female
263,9596,19912.63353,Level 4 Recovery,58,Male
1606,9609,19858.28955,Level 4 Recovery,68,Male
1618,9621,23794.83265,Level 4 Recovery,57,Female
1372,9690,13749.625,Level 4 Recovery,72,Male
461,9742,28305.00625,Level 4 Recovery,59,Male
693,9753,20018.69073,Level 4 Recovery,54,Male
361,9785,15388.19599,Level 4 Recovery,65,Female
196,9857,9709.909257,Level 4 Recovery,68,Female
313,9859,30209.18179,Level 4 Recovery,58,Female
1781,9920,20386.23219,Level 4 Recovery,67,Female
522,9964,16706.30592,Level 4 Recovery,53,Male
