year,month,day,hour,location,gender,Res1,Res2
2013,12,28,2,ISU PD,M,0.10800000000000001,0.10800000000000001
2013,12,26,6,ISU PD,F,0.20600000000000002,0.20500000000000002
2013,12,25,5,ISU PD,M,0.10800000000000001,0.10800000000000001
2013,12,23,2,ISU PD,M,0.21500000000000002,0.21400000000000002
2013,12,22,3,ISU PD,M,0.114,0.114
2013,12,21,3,ISU PD,M,0.164,0.164
2013,12,21,3,ISU PD,M,0.127,0.127
2013,12,21,2,ISU PD,M,0.15100000000000002,0.15000000000000002
2013,12,21,1,ISU PD,M,0.08700000000000001,0.08700000000000001
2013,12,14,3,ISU PD,M,0.17300000000000001,0.17300000000000001
2013,12,13,2,ISU PD,F,0.16,0.16
2013,12,13,2,ISU PD,F,0.134,0.134
2013,12,12,23,ISU PD,F,0.21100000000000002,0.21000000000000002
2013,12,12,2,ISU PD,F,0.116,0.116
2013,12,12,0,ISU PD,F,0.231,0.231
2013,12,11,10,Ames PD,NA,0,0
2013,12,8,20,ISU PD,M,0.2,0.2
2013,12,8,4,ISU PD,F,0.14800000000000002,0.14700000000000002
2013,12,8,4,ISU PD,M,0.10600000000000001,0.10600000000000001
2013,12,8,2,ISU PD,M,0.07,0.07
2013,12,8,1,ISU PD,M,0.12100000000000001,0.12000000000000001
2013,12,7,2,ISU PD,M,0.17900000000000002,0.17800000000000002
2013,12,7,2,ISU PD,M,0.091,0.09
2013,12,5,2,ISU PD,F,0.185,0.184
2013,12,4,2,ISU PD,F,0.10300000000000001,0.10300000000000001
2013,12,1,3,ISU PD,F,0.098,0.098
2013,12,1,3,ISU PD,M,0.125,0.12400000000000001
2013,11,28,3,ISU PD,F,0.162,0.162
2013,11,28,2,ISU PD,M,0.10400000000000001,0.10300000000000001
2013,11,28,1,ISU PD,M,0.195,0.194
2013,11,24,5,ISU PD,M,0.039,0.039
2013,11,24,2,ISU PD,M,0.14800000000000002,0.14800000000000002
2013,11,23,21,ISU PD,M,0,0
2013,11,22,2,ISU PD,M,0.10600000000000001,0.10600000000000001
2013,11,21,2,ISU PD,F,0.132,0.132
2013,11,16,3,ISU PD,M,0.129,0.129
2013,11,16,2,ISU PD,M,0.14900000000000002,0.14900000000000002
2013,11,16,1,ISU PD,F,0.093,0.093
2013,11,16,1,ISU PD,M,0.15900000000000003,0.15900000000000003
2013,11,14,3,ISU PD,F,0.15000000000000002,0.14900000000000002
2013,11,14,3,ISU PD,M,0.164,0.163
2013,11,10,3,ISU PD,M,0.165,0.165
2013,11,9,3,ISU PD,F,0.1,0.1
2013,11,9,1,ISU PD,M,0.166,0.165
2013,11,3,17,ISU PD,M,0,0
2013,11,3,3,ISU PD,M,0.109,0.109
2013,11,3,1,ISU PD,F,0.126,0.126
2013,11,2,3,ISU PD,M,0.127,0.126
2013,11,1,4,ISU PD,M,0.17300000000000001,0.17300000000000001
2013,11,1,2,ISU PD,F,0.10200000000000001,0.101
2013,11,1,2,ISU PD,M,0.171,0.17
2013,11,1,2,ISU PD,M,0.07200000000000001,0.07200000000000001
2013,10,30,2,ISU PD,M,0.203,0.202
2013,10,29,23,ISU PD,M,0.005,0.006
2013,10,27,4,ISU PD,M,0.186,0.185
2013,10,26,20,ISU PD,M,0.196,0.195
2013,10,26,2,ISU PD,M,0.112,0.112
2013,10,25,2,ISU PD,F,0,0
2013,10,24,3,ISU PD,M,0.109,0.109
2013,10,24,2,ISU PD,M,0.20800000000000002,0.20800000000000002
2013,10,22,3,ISU PD,M,0,0
2013,10,20,2,ISU PD,M,0.17300000000000001,0.17300000000000001
2013,10,19,8,ISU PD,M,0.14100000000000001,0.14
2013,10,18,3,ISU PD,F,0.15000000000000002,0.15000000000000002
2013,10,17,3,ISU PD,F,0.08700000000000001,0.08700000000000001
2013,10,17,1,ISU PD,M,0,0
2013,10,16,2,ISU PD,M,0.126,0.125
2013,10,15,1,ISU PD,M,0.193,0.193
2013,10,13,4,ISU PD,M,0.193,0.192
2013,10,13,2,ISU PD,M,0.119,0.118
2013,10,12,5,ISU PD,M,0.14900000000000002,0.14800000000000002
2013,10,12,1,ISU PD,F,0.17200000000000001,0.171
2013,10,11,3,ISU PD,F,0.07200000000000001,0.07200000000000001
2013,10,8,2,ISU PD,M,0.224,0.224
2013,10,6,6,ISU PD,M,0.17400000000000002,0.17300000000000001
2013,10,6,4,ISU PD,F,0.139,0.139
2013,10,6,0,ISU PD,M,0,0
2013,10,3,21,ISU PD,M,0.089,0.089
2013,10,3,20,ISU PD,F,0,0
2013,10,3,2,ISU PD,M,0.12200000000000001,0.12200000000000001
2013,10,3,2,ISU PD,M,0.088,0.088
2013,10,2,3,ISU PD,M,0.134,0.133
2013,9,29,4,ISU PD,M,0.03,0.03
2013,9,29,3,ISU PD,M,0.07800000000000001,0.07700000000000001
2013,9,29,2,ISU PD,M,0.161,0.161
2013,9,28,4,ISU PD,F,0.08700000000000001,0.08700000000000001
2013,9,28,2,ISU PD,M,0.09,0.089
2013,9,28,1,ISU PD,F,0.082,0.082
2013,9,27,4,ISU PD,M,0,0
2013,9,27,2,ISU PD,F,0.127,0.126
2013,9,26,2,ISU PD,F,0.07400000000000001,0.07300000000000001
2013,9,26,0,ISU PD,M,0.15400000000000003,0.15400000000000003
2013,9,25,2,ISU PD,F,0.096,0.095
2013,9,25,1,ISU PD,M,0.101,0.1
2013,9,22,4,ISU PD,M,0.161,0.16
2013,9,22,3,ISU PD,F,0.15200000000000002,0.15100000000000002
2013,9,22,2,ISU PD,M,0.184,0.184
2013,9,22,0,ISU PD,M,0.14100000000000001,0.14100000000000001
2013,9,22,0,ISU PD,M,0.119,0.118
2013,9,21,3,ISU PD,F,0.024,0.023
2013,9,21,0,ISU PD,F,0.085,0.085
2013,9,20,2,ISU PD,M,0.164,0.164
2013,9,15,4,ISU PD,M,0.21300000000000002,0.21200000000000002
2013,9,15,2,ISU PD,M,0.197,0.196
2013,9,15,2,ISU PD,M,0.034999999999999996,0.034999999999999996
2013,9,15,2,ISU PD,F,0.021,0.02
2013,9,14,21,ISU PD,M,0.15000000000000002,0.15000000000000002
2013,9,14,5,ISU PD,M,0.059000000000000004,0.059000000000000004
2013,9,14,3,ISU PD,F,0.092,0.092
2013,9,14,3,ISU PD,M,0.117,0.117
2013,9,13,21,ISU PD,M,0.12300000000000001,0.12300000000000001
2013,9,13,3,ISU PD,M,0.109,0.10800000000000001
2013,9,13,2,ISU PD,F,0.10400000000000001,0.10300000000000001
2013,9,13,2,ISU PD,M,0.194,0.193
2013,9,8,20,ISU PD,F,0.21600000000000003,0.21500000000000002
2013,9,8,1,ISU PD,M,0,0
2013,9,7,3,ISU PD,M,0.23,0.228
2013,9,6,4,ISU PD,F,0.10600000000000001,0.10600000000000001
2013,9,6,3,ISU PD,F,0.14500000000000002,0.14400000000000002
2013,9,6,3,ISU PD,F,0.199,0.199
2013,9,6,2,ISU PD,M,0.129,0.128
2013,9,6,2,ISU PD,F,0.10300000000000001,0.10200000000000001
2013,9,5,3,ISU PD,M,0.10500000000000001,0.10400000000000001
2013,9,5,2,ISU PD,F,0.21000000000000002,0.21000000000000002
2013,9,5,1,ISU PD,M,0.07700000000000001,0.07600000000000001
2013,9,2,3,ISU PD,M,0.093,0.093
2013,9,1,3,ISU PD,F,0.118,0.117
2013,9,1,2,ISU PD,M,0.041,0.041
2013,8,31,23,ISU PD,M,0.21300000000000002,0.21200000000000002
2013,8,31,4,ISU PD,M,0.052000000000000005,0.052000000000000005
2013,8,31,3,ISU PD,M,0.166,0.165
2013,8,31,2,ISU PD,F,0.134,0.133
2013,8,31,1,ISU PD,M,0.17700000000000002,0.17600000000000002
2013,8,30,3,ISU PD,M,0.116,0.115
2013,8,30,1,ISU PD,M,0.094,0.094
2013,8,27,2,ISU PD,M,0.21900000000000003,0.21900000000000003
2013,8,25,5,ISU PD,M,0.08,0.08
2013,8,25,4,ISU PD,M,0.083,0.083
2013,8,25,3,ISU PD,M,0.14700000000000002,0.14600000000000002
2013,8,25,3,ISU PD,F,0.137,0.135
2013,8,25,1,ISU PD,M,0.187,0.186
2013,8,24,22,ISU PD,M,0,0
2013,8,24,4,ISU PD,F,0.039,0.038
2013,8,24,2,ISU PD,F,0.095,0.095
2013,8,24,0,ISU PD,M,0.089,0.089
2013,8,23,4,ISU PD,M,0.10600000000000001,0.10600000000000001
2013,8,23,3,ISU PD,F,0.127,0.126
2013,8,23,2,ISU PD,F,0.10300000000000001,0.10200000000000001
2013,8,23,0,ISU PD,M,0.046,0.045
2013,8,22,3,ISU PD,F,0.129,0.127
2013,8,20,3,ISU PD,M,0.07600000000000001,0.07600000000000001
2013,8,18,3,ISU PD,F,0.07700000000000001,0.07700000000000001
2013,8,18,2,ISU PD,F,0.049,0.048
2013,8,17,6,ISU PD,F,0.131,0.13
2013,8,17,4,ISU PD,M,0.07700000000000001,0.07600000000000001
2013,8,17,2,ISU PD,M,0.15900000000000003,0.15800000000000003
2013,8,17,2,ISU PD,M,0.06,0.059000000000000004
2013,8,17,2,ISU PD,F,0.193,0.192
2013,8,17,0,ISU PD,M,0.17800000000000002,0.17700000000000002
2013,8,16,4,ISU PD,F,0.116,0.115
2013,8,16,3,ISU PD,F,0.134,0.134
2013,8,16,1,ISU PD,M,0.184,0.184
2013,8,15,21,ISU PD,M,0.168,0.167
2013,8,15,3,ISU PD,M,0.084,0.084
2013,8,15,1,ISU PD,M,0.019,0.019
2013,8,11,3,ISU PD,M,0.17,0.169
2013,8,10,16,ISU PD,F,0,0
2013,8,10,5,ISU PD,M,0.088,0.08700000000000001
2013,8,10,3,ISU PD,M,0.056,0.056
2013,8,10,2,ISU PD,F,0.114,0.114
2013,8,8,2,ISU PD,F,0.115,0.114
2013,8,7,2,ISU PD,F,0.118,0.117
2013,8,6,3,ISU PD,F,0.091,0.091
2013,8,4,4,ISU PD,M,0.22,0.22
2013,8,4,3,ISU PD,M,0.07100000000000001,0.07100000000000001
2013,8,4,1,ISU PD,M,0.04,0.04
2013,8,2,2,ISU PD,M,0.21100000000000002,0.21000000000000002
2013,7,30,14,ISU PD,F,0.197,0.196
2013,7,30,1,ISU PD,M,0.127,0.126
2013,7,29,23,ISU PD,F,0.059000000000000004,0.059000000000000004
2013,7,29,21,ISU PD,M,0.128,0.127
2013,7,27,3,ISU PD,M,0.10200000000000001,0.101
2013,7,26,5,ISU PD,M,0.084,0.084
2013,7,26,3,ISU PD,M,0.171,0.17
2013,7,26,3,ISU PD,F,0.183,0.183
2013,7,24,4,ISU PD,F,0.161,0.16
2013,7,22,22,ISU PD,M,0.19,0.19
2013,7,21,3,ISU PD,M,0.10600000000000001,0.10600000000000001
2013,7,21,2,ISU PD,M,0.14900000000000002,0.14800000000000002
2013,7,20,22,ISU PD,F,0.098,0.098
2013,7,20,4,ISU PD,F,0,0
2013,7,20,3,ISU PD,M,0.07800000000000001,0.07800000000000001
2013,7,19,3,ISU PD,F,0.199,0.198
2013,7,19,3,ISU PD,F,0.14400000000000002,0.14300000000000002
2013,7,19,3,ISU PD,M,0.132,0.132
2013,7,18,3,ISU PD,F,0.042,0.042
2013,7,16,2,ISU PD,F,0,0
2013,7,14,3,ISU PD,M,0.139,0.14
2013,7,14,1,ISU PD,F,0.045,0.045
2013,7,13,2,ISU PD,M,0.17300000000000001,0.17200000000000001
2013,7,13,1,ISU PD,M,0.134,0.134
2013,7,13,1,ISU PD,M,0.29900000000000004,0.29700000000000004
2013,7,13,0,ISU PD,M,0.171,0.171
2013,7,12,4,ISU PD,M,0.091,0.091
2013,7,12,2,ISU PD,F,0.09899999999999999,0.09899999999999999
2013,7,11,2,ISU PD,M,0.15800000000000003,0.15800000000000003
2013,7,10,19,ISU PD,F,0.164,0.164
2013,7,10,2,ISU PD,M,0.11,0.109
2013,7,10,1,ISU PD,M,0.13,0.129
2013,7,9,3,ISU PD,F,0.12100000000000001,0.12000000000000001
2013,7,8,1,ISU PD,M,0.169,0.169
2013,7,7,3,ISU PD,F,0.12400000000000001,0.12400000000000001
2013,7,7,3,ISU PD,F,0.12000000000000001,0.119
2013,7,7,0,ISU PD,F,0.031,0.03
2013,7,6,2,ISU PD,M,0,0
2013,7,5,2,ISU PD,M,0.168,0.167
2013,7,5,0,ISU PD,M,0.117,0.116
2013,7,3,2,ISU PD,M,0.066,0.066
2013,7,2,1,ISU PD,NA,0,0
2013,6,30,5,ISU PD,F,0.303,0.302
2013,6,30,3,ISU PD,F,0.133,0.133
2013,6,29,1,ISU PD,M,0.20900000000000002,0.20800000000000002
2013,6,27,23,ISU PD,M,0,0
2013,6,26,3,ISU PD,F,0.115,0.115
2013,6,26,3,ISU PD,F,0.10400000000000001,0.10400000000000001
2013,6,25,4,ISU PD,F,0.10300000000000001,0.10300000000000001
2013,6,24,3,ISU PD,M,0.12000000000000001,0.12000000000000001
2013,6,23,19,ISU PD,M,0.15800000000000003,0.15700000000000003
2013,6,23,1,ISU PD,M,0.169,0.169
2013,6,21,23,ISU PD,M,0,0
2013,6,21,19,ISU PD,F,0,0
2013,6,21,4,ISU PD,M,0.17600000000000002,0.17600000000000002
2013,6,20,20,ISU PD,M,0,0
2013,6,20,1,ISU PD,M,0.161,0.16
2013,6,20,0,ISU PD,M,0.15900000000000003,0.15900000000000003
2013,6,16,5,ISU PD,F,0.131,0.13
2013,6,16,2,ISU PD,F,0.19,0.189
2013,6,12,1,ISU PD,F,0.169,0.169
2013,6,9,2,ISU PD,F,0.15500000000000003,0.15400000000000003
2013,6,8,1,ISU PD,M,0.138,0.138
2013,6,7,20,ISU PD,M,0,0
2013,6,7,0,ISU PD,F,0.1,0.09899999999999999
2013,6,5,23,ISU PD,M,0.093,0.093
2013,6,5,12,ISU PD,NA,0,0
2013,6,5,12,ISU PD,NA,0,0
2013,6,5,2,ISU PD,F,0.109,0.109
2013,6,4,2,ISU PD,M,0,0
2013,6,2,3,ISU PD,F,0.17300000000000001,0.17200000000000001
2013,5,31,18,ISU PD,M,0.198,0.197
2013,5,28,21,ISU PD,F,0.352,0.351
2013,5,27,3,ISU PD,F,0.10400000000000001,0.10400000000000001
2013,5,27,3,ISU PD,M,0.14400000000000002,0.14300000000000002
2013,5,26,23,ISU PD,M,0.097,0.096
2013,5,25,3,ISU PD,M,0.097,0.097
2013,5,25,2,ISU PD,M,0.21700000000000003,0.21600000000000003
2013,5,24,8,ISU PD,F,0.116,0.116
2013,5,24,1,ISU PD,M,0,0
2013,5,24,0,ISU PD,F,0.136,0.135
2013,5,20,3,ISU PD,M,0.17,0.169
2013,5,19,15,ISU PD,M,0,0
2013,5,19,4,ISU PD,M,0.07500000000000001,0.07500000000000001
2013,5,19,3,ISU PD,F,0.15200000000000002,0.15200000000000002
2013,5,18,22,ISU PD,M,0.17500000000000002,0.17400000000000002
2013,5,18,3,ISU PD,M,0.184,0.183
2013,5,16,2,ISU PD,M,0.064,0.063
2013,5,13,20,ISU PD,M,0.10800000000000001,0.10700000000000001
2013,5,12,3,ISU PD,M,0.201,0.201
2013,5,12,1,ISU PD,F,0.11,0.109
2013,5,10,2,ISU PD,NA,0.15600000000000003,0.15500000000000003
2013,5,10,1,ISU PD,M,0.14600000000000002,0.14500000000000002
2013,5,7,20,ISU PD,M,0.12300000000000001,0.12300000000000001
2013,5,7,2,ISU PD,M,0,0
2013,5,5,2,ISU PD,F,0.14800000000000002,0.14800000000000002
2013,5,5,0,ISU PD,F,0,0
2013,5,2,2,ISU PD,M,0.089,0.088
2013,5,1,16,Ames PD,NA,0,0
2013,4,27,3,ISU PD,F,0.2,0.199
2013,4,27,2,ISU PD,M,0.07200000000000001,0.07200000000000001
2013,4,27,1,ISU PD,F,0.202,0.201
2013,4,26,23,ISU PD,M,0.12000000000000001,0.119
2013,4,26,2,ISU PD,M,0.095,0.095
2013,4,23,13,ISU PD,NA,0,0
2013,4,21,2,Ames PD,M,0.043000000000000003,0.042
2013,4,21,2,Ames PD,F,0.14900000000000002,0.14800000000000002
2013,4,21,0,Ames PD,M,0,0
2013,4,20,23,Ames PD,M,0.115,0.114
2013,4,20,18,ISU PD,M,0.043000000000000003,0.042
2013,4,20,1,ISU PD,F,0.15000000000000002,0.14900000000000002
2013,4,20,1,Ames PD,M,0.114,0.114
2013,4,20,1,Ames PD,M,0.167,0.167
2013,4,19,2,ISU PD,M,0.111,0.11
2013,4,19,2,Ames PD,F,0.125,0.12400000000000001
2013,4,17,0,ISU PD,M,0.20500000000000002,0.20400000000000001
2013,4,16,11,ISU PD,M,0,0
2013,4,14,1,ISU PD,M,0,0
2013,4,13,4,ISU PD,F,0.048,0.048
2013,4,13,2,ISU PD,F,0.06899999999999999,0.068
2013,4,12,2,ISU PD,F,0.14800000000000002,0.14700000000000002
2013,4,11,7,ISU PD,M,0,0
2013,4,7,19,Ames PD,M,0.252,0.251
2013,4,7,19,Ames PD,M,0.23600000000000002,0.23500000000000001
2013,4,7,3,ISU PD,M,0.164,0.163
2013,4,6,4,ISU PD,M,0.095,0.095
2013,4,6,3,ISU PD,M,0.185,0.184
2013,3,31,2,Ames PD,F,0.135,0.135
2013,3,30,5,ISU PD,M,0.133,0.132
2013,3,30,2,ISU PD,M,0.15300000000000002,0.15200000000000002
2013,3,30,1,ISU PD,M,0.098,0.098
2013,3,30,1,ISU PD,M,0.07700000000000001,0.07700000000000001
2013,3,29,23,ISU PD,F,0.10400000000000001,0.10300000000000001
2013,3,29,1,ISU PD,M,0.126,0.126
2013,3,28,23,ISU PD,M,0,0
2013,3,28,18,ISU PD,F,0.11,0.11
2013,3,23,3,ISU PD,F,0.112,0.111
2013,3,22,2,ISU PD,M,0,0
2013,3,19,3,ISU PD,F,0.223,0.223
2013,3,17,20,Ames PD,M,0.166,0.165
2013,3,17,2,Ames PD,M,0.066,0.066
2013,3,16,1,ISU PD,M,0.228,0.228
2013,3,16,1,ISU PD,M,0.199,0.198
2013,3,12,2,Ames PD,F,0.138,0.137
2013,3,9,3,Ames PD,M,0.10400000000000001,0.10400000000000001
2013,3,9,2,ISU PD,M,0.111,0.111
2013,3,9,1,ISU PD,F,0.114,0.113
2013,3,9,1,Ames PD,M,0.17300000000000001,0.17200000000000001
2013,3,8,23,ISU PD,M,0.185,0.184
2013,3,8,23,ISU PD,M,0.052000000000000005,0.052000000000000005
2013,3,8,18,Ames PD,M,0,0
2013,3,7,5,Ames PD,M,0.201,0.199
2013,3,3,3,ISU PD,M,0.23600000000000002,0.23500000000000001
2013,3,3,1,Ames PD,M,0.2,0.199
2013,3,2,6,Ames PD,F,0.111,0.111
2013,3,2,4,Ames PD,M,0.081,0.08
2013,3,2,4,ISU PD,F,0.084,0.084
2013,3,2,4,ISU PD,F,0.058,0.057
2013,3,2,2,Ames PD,F,0.115,0.115
2013,2,28,3,ISU PD,M,0.10300000000000001,0.10300000000000001
2013,2,27,23,ISU PD,M,0.07600000000000001,0.07600000000000001
2013,2,26,2,Ames PD,M,0.17700000000000002,0.17500000000000002
2013,2,24,12,Ames PD,M,0.20600000000000002,0.20500000000000002
2013,2,24,3,ISU PD,M,0.117,0.117
2013,2,24,2,Ames PD,F,0.164,0.164
2013,2,23,23,Ames PD,M,0.198,0.197
2013,2,23,3,Ames PD,M,0.101,0.101
2013,2,23,2,ISU PD,M,0.116,0.115
2013,2,22,2,Ames PD,M,0.195,0.195
2013,2,22,1,Ames PD,M,0.129,0.128
2013,2,21,5,Ames PD,M,0,0
2013,2,21,2,Ames PD,F,0,0
2013,2,13,0,Ames PD,M,0.15800000000000003,0.15800000000000003
2013,2,10,2,Ames PD,M,0.195,0.195
2013,2,10,2,ISU PD,M,0.133,0.132
2013,2,9,2,ISU PD,M,0.10600000000000001,0.10600000000000001
2013,2,8,19,Ames PD,F,0.252,0.252
2013,2,8,2,ISU PD,F,0.117,0.117
2013,2,8,1,ISU PD,M,0.14600000000000002,0.14600000000000002
2013,2,6,1,Ames PD,M,0.14,0.14
2013,2,5,5,Ames PD,M,0,0
2013,2,3,3,ISU PD,M,0.184,0.184
2013,2,2,4,Ames PD,F,0.191,0.191
2013,2,2,3,ISU PD,M,0.115,0.115
2013,2,1,2,ISU PD,M,0.07,0.07
2013,1,30,0,ISU PD,F,0,0
2013,1,27,3,ISU PD,M,0.038,0.039
2013,1,27,1,ISU PD,M,0.093,0.093
2013,1,26,1,Ames PD,M,0.09899999999999999,0.098
2013,1,25,1,ISU PD,M,0.094,0.094
2013,1,22,22,ISU PD,M,0,0
2013,1,21,3,ISU PD,M,0.059000000000000004,0.058
2013,1,20,4,ISU PD,M,0.15900000000000003,0.15800000000000003
2013,1,20,2,Ames PD,F,0.195,0.194
2013,1,20,2,Ames PD,M,0.15500000000000003,0.15500000000000003
2013,1,20,1,ISU PD,M,0.14,0.139
2013,1,19,3,Ames PD,F,0.129,0.128
2013,1,18,4,ISU PD,M,0.111,0.11
2013,1,18,3,ISU PD,M,0.089,0.09
2013,1,15,2,ISU PD,M,0.14100000000000001,0.14
2013,1,13,3,ISU PD,F,0.028,0.028
2013,1,13,2,Ames PD,F,0.13,0.128
2013,1,13,2,Ames PD,M,0.20900000000000002,0.20900000000000002
2013,1,13,1,Ames PD,M,0.23900000000000002,0.23700000000000002
2013,1,13,1,Ames PD,F,0.118,0.117
2013,1,12,4,ISU PD,M,0.14400000000000002,0.14400000000000002
2013,1,12,2,ISU PD,M,0.125,0.125
2013,1,12,1,ISU PD,M,0.055,0.055
2013,1,11,4,Ames PD,M,0.181,0.182
2013,1,9,3,Ames PD,M,0,0
2013,1,9,3,ISU PD,F,0.134,0.133
2013,1,9,3,ISU PD,F,0,0
2013,1,6,1,ISU PD,F,0.085,0.085
2013,1,5,23,Ames PD,M,0.182,0.181
2013,1,4,2,ISU PD,M,0.066,0.065
2013,1,1,3,Ames PD,M,0.09,0.09
2013,1,1,2,ISU PD,F,0.132,0.131
2013,1,1,0,ISU PD,M,0.13,0.13
